usage/text_units,usage/text_characters,usage/features,sentiment/document/score,sentiment/document/label,language
1,21,1,0.983608,positive,en
1,348,1,0.406215,positive,en
1,781,1,0.994038,positive,en
1,318,1,0.946894,positive,en
1,1475,1,-0.519781,negative,en
1,351,1,0.723417,positive,en
1,1119,1,-0.409415,negative,en
1,346,1,0.997502,positive,en
1,913,1,-0.991293,negative,en
1,491,1,0.982729,positive,en
1,1379,1,-0.590381,negative,en
1,1086,1,-0.441996,negative,en
1,405,1,0.772992,positive,en
1,461,1,0.972205,positive,en
1,835,1,0.402356,positive,en
1,264,1,0.945942,positive,en
1,299,1,0.989059,positive,en
1,597,1,0.823167,positive,en
1,499,1,0.739067,positive,en
1,168,1,0.997298,positive,en
1,443,1,0.825824,positive,en
1,1042,1,0.631122,positive,en
1,383,1,0.998164,positive,en
1,252,1,0.961704,positive,en
1,28,1,0.991014,positive,en
1,408,1,0.757454,positive,en
1,187,1,0.998521,positive,en
1,196,1,0.956414,positive,en
1,923,1,0.600531,positive,en
1,725,1,0.7602,positive,en
1,496,1,0.996259,positive,en
1,1196,1,0.964675,positive,en
1,128,1,0.656477,positive,en
1,167,1,-0.825524,negative,en
1,291,1,0.740068,positive,en
1,464,1,0.627698,positive,en
1,1562,1,-0.825762,negative,en
1,191,1,0.992917,positive,en
1,360,1,0.762426,positive,en
1,1606,1,-0.563077,negative,en
1,739,1,-0.922832,negative,en
1,406,1,0.872647,positive,en
1,1835,1,-0.457588,negative,en
1,225,1,-0.991942,negative,en
1,492,1,0.895043,positive,en
1,3091,1,-0.701561,negative,en
1,745,1,-0.51313,negative,en
1,545,1,0.996938,positive,en
1,843,1,0.58317,positive,en
1,465,1,-0.95778,negative,en
1,643,1,0.99106,positive,en
1,695,1,-0.809636,negative,en
1,325,1,-0.88633,negative,en
1,548,1,-0.999348,negative,en
1,130,1,0.555274,positive,en
1,1602,1,-0.863422,negative,en
1,513,1,0.982933,positive,en
1,75,1,0.991367,positive,en
1,299,1,-0.585011,negative,en
1,915,1,-0.370108,negative,en
1,1468,1,0.451703,positive,en
1,486,1,-0.676497,negative,en
1,1302,1,0.385854,positive,en
1,542,1,0.737264,positive,en
1,592,1,-0.605446,negative,en
1,800,1,0.999656,positive,en
1,1035,1,0.994767,positive,en
1,2485,1,0.607313,positive,en
1,303,1,0.779711,positive,en
1,505,1,0.376506,positive,en
1,665,1,0.985229,positive,en
1,235,1,0.933615,positive,en
1,24,1,0,neutral,en
1,150,1,0.991918,positive,en
1,250,1,0.994369,positive,en
1,113,1,-0.987489,negative,en
1,1309,1,0.927658,positive,en
1,334,1,-0.915115,negative,en
1,386,1,0.678808,positive,en
1,643,1,-0.981098,negative,en
1,1057,1,-0.781062,negative,en
1,301,1,0.994577,positive,en
1,189,1,0.725729,positive,en
1,12,1,-0.763164,negative,en
1,123,1,-0.622981,negative,en
1,880,1,-0.364431,negative,en
1,1103,1,-0.902807,negative,en
1,410,1,-0.851728,negative,en
1,697,1,-0.996081,negative,en
1,722,1,-0.590455,negative,en
1,609,1,-0.429296,negative,en
1,44,1,-0.931175,negative,en
1,231,1,-0.893147,negative,en
1,604,1,0.403918,positive,en
1,172,1,-0.957651,negative,en
1,387,1,0.500174,positive,en
1,1393,1,0.952468,positive,en
1,1279,1,0.367912,positive,en
1,1048,1,0.546937,positive,en
1,1384,1,0.536884,positive,en
1,38,1,0.983837,positive,en
1,115,1,0.668751,positive,en
1,728,1,-0.579979,negative,en
1,521,1,0.528723,positive,en
1,334,1,0.523387,positive,en
1,1283,1,0.434855,positive,en
1,258,1,-0.998001,negative,en
1,335,1,-0.663221,negative,en
1,585,1,-0.939024,negative,en
1,52,1,0,neutral,en
1,1007,1,-0.848529,negative,en
1,1916,1,0.516096,positive,en
1,1849,1,0.879356,positive,en
1,705,1,-0.403587,negative,en
1,1777,1,-0.499578,negative,en
1,1003,1,-0.920263,negative,en
1,1368,1,-0.998604,negative,en
1,270,1,-0.457341,negative,en
1,255,1,-0.358557,negative,en
1,155,1,-0.98592,negative,en
1,951,1,0.526452,positive,en
1,24,1,-0.982996,negative,en
1,606,1,0.825377,positive,en
1,1246,1,-0.951178,negative,en
1,1078,1,-0.967145,negative,en
1,261,1,-0.903604,negative,en
1,1256,1,-0.71339,negative,en
1,957,1,0.679856,positive,en
1,1078,1,0.806764,positive,en
1,395,1,-0.973251,negative,en
1,572,1,-0.98101,negative,en
1,853,1,-0.683557,negative,en
1,1835,1,0.881663,positive,en
1,320,1,0.997119,positive,en
1,538,1,0.98979,positive,en
1,1220,1,-0.877854,negative,en
1,1216,1,-0.669954,negative,en
1,362,1,0.72956,positive,en
1,275,1,0.763432,positive,en
1,97,1,0.955084,positive,en
1,625,1,0.382925,positive,en
1,710,1,0.384233,positive,en
1,162,1,0.988246,positive,en
1,244,1,-0.430552,negative,en
1,225,1,0.888959,positive,en
1,823,1,0.605566,positive,en
1,1330,1,-0.956334,negative,en
1,1607,1,0.664673,positive,en
1,1873,1,-0.926733,negative,en
1,431,1,-0.655114,negative,en
1,665,1,0.961002,positive,en
1,147,1,0.569275,positive,en
1,501,1,0.404482,positive,en
1,530,1,-0.615216,negative,en
1,963,1,-0.90142,negative,en
1,1257,1,-0.928155,negative,en
1,1470,1,0.566273,positive,en
1,637,1,-0.902643,negative,en
1,411,1,0.999882,positive,en
1,279,1,-0.9935,negative,en
1,1190,1,-0.956207,negative,en
1,520,1,-0.972696,negative,en
1,584,1,0.720138,positive,en
1,566,1,-0.953548,negative,en
1,852,1,-0.946643,negative,en
