Polarity,Review
1,the day time ended incredible picture ways it s better close encounters third kind i prefer cheesy independent flicks big budget spectaculars special effects cheesy that s big part fun jim davis gives excellent performance film it s probably one best roles ever feature musical score good story does not make sense makes intriguing like many best works art the day time ended is not afraid subtle ambiguous the day time ended may low budget indie film is not much stretch compare existential european films fifties sixties many low budget independent productions themselves
1,peculiar setting wagner s last opera definitely grew me first saw it somewhat annoyed many films surrealistic images felt far much superimposed upon story however put fair amount rather recherch gimmicks think find film manage capture strange other worldly atmosphere opera moments particularly fine personally never really understood role kundry saw edith clever portrayed her performance a lip synchronized mime singing voice yvonne minton nothing short dazzling end end alone justifies hours takes absorb film another reason delight film captures spectacular interpretation robert lloyd crucial role gurnemanz one lloyd performed crisp opera houses throughout world privileged enjoy role gurnemanz stage metropolitan opera several times lusciousness voice warm fatherliness interpretation noble character really needed preserved performance character s two major monologues karfreitag scene recounting prophecy act the version seen videotape made america subtitles which alas could done away with especially unfortunate translation used inaccurate forces extremely christian interpretation film already forcing layers interpretation opera seemed quite contrary wagner s clear avoidance christianity deliberate attempt generalize christian elements story see footnote spoiler end review find nearly impossible viewing film subtitles keep absorbing them strongly recommend that dvd versions ability turn subtitles off so instead opera unfamiliar you read libretto carefully beforehand the bottom line much film dislike would soon seen done differently but risen steadily estimation years since first saw it find drawn enjoy again footnote containing spoiler good example would kundry s famous line i saw him him and laughed gets translated subtitles reasons escape me i saw savior s face especially irritating me throughout libretto wagner deliberately carefully refers unseen character need biblical jesus der heiland i e german the healer a reference wound amfortas wounds maladies need healing
-1,huge fan ted v mikels original corpse grinders main reason quite possibly worst film ever seen even brilliant casting legendary liz renay desperate living could save worthless piece garbage film serve lesson past present future film makers when film successful original corpse grinders probably leave sleeping dogs lie definitely try revitalize twenty years later unless financial backing pull superior sequel herschel gordon lewis blood feast u eat even decide probably spend little bit money original god s sake never film movie onto video why film makers even attempt everyone knows quality going turn hideous i personally yet see one film made fashion that s even worth powder blow hell if can not afford make sequel better original film sell rights film someone can and ted v mikels thinking or smoking wrote god awful script mean come on dog cat aliens another planet cardboard box painted look like devastating machine capable grinding human bodies bones clothes all actors aside liz renay paid five dollars hideous performances grossly overpaid avoid film costs watch original instead
1,people claiming another bad language ultra violence mexican movie right film call create awareness become awful truth hurts bores already accepted paradigm living third world possible goal one important things cero van cuatro open invitation profound reflexion current identity are want be abroad realized spoiled mexican society tlahuac incident came light still cannot understand viewers witnessing mass broadcasted murder nearly puked saw images irak rwanda tiny village near mexico city rampage carried indulgence media government recreation similar situation film shocked deeply stories good portraying situations corruption dishonesty betrayal violence consider tamales de chivo best one the movie deeper cabr n pendejo screams meaningless compared actions people exceptions perfect examples human rubbish like real life honesty becoming exception rule country moreover honesty rewarded miraculously
1,galaxy express ginga tetsud three nine made directed rintaro based original work leiji matsumoto what little know history galaxy express first published popular manga s created leiji matsumoto ge set star wars type space universe matsumoto s famous space manga captain harlock fact space pirate harlock characters manga including queen emeraldas tochir oyama make appearances ge ge success manga soon followed also popular anime series included episodes aired year later came anime film is not sequel series summaries main points story two hours long movie the story set unidentified star wars type future journeying different planets become possibility people future mechanical bodies live hundreds years maybe even forever protagonist tetsur hoshino young boy witnesses cruel count mecha whose entire body made mechanical parts kills tetsur s mother tetsur swears revenge convinced achieve mechanical body obtain must travel far away planet space train galaxy express however since tetsur comes poverty money obtain expensive ticket chance coincidence meets beautiful young woman maetel bears resemblance dead mother maetel offers ticket tetsur condition accompanies journey journey begins i first saw film last october six months now yesterday feel must first tell thing bothered film seems rushed expect hours long movie tries tell main points episodes long series whatever case situations change fast speed tetsur meets important characters story mostly pure chance feel makers either left something include extra minutes however there s arguing ge deserved place anime classic animation itself faithful style matsumoto s manga detailed beautiful watch even almost years release animation become out date puts many later anime films shame music film enjoyable listen even somewhat old day it s all heard english dub film comment japanese audio good voice actors give life characters memorable ones masako nozawa mainly known voice goku entire dragon ball saga excited young tetsur masako ikeda calm mysterious maetel supporting characters left shadows also life own memorable waitress claire the story suitable looking entertainment couple hours well try find deeper messages ge entertaining adventure film also seen tetsur s journey boyhood manhood whole film told point view forced feel feels think many people relate tetsur despite fantasy elements realistic character young hot headed awkward naive follow starts see differences humans machines come conclusion whether wants mechanical body not maetel hand stays mystery film even end reveals really is does not much answer anything maetel seen dream growing young man always close reach it s strange yet beautiful relationship tetsur maetel still awakes talking questions fascinates decades people argued relationship two friends mother son two possible lovers which wakes lot critique since maetel s age unknown tetsur has not even reached puberty yet without means sound deep think best term describe soul mates question two feel devotion caring love others yet goes beyond friendship family lovers think relationship would stuffed categories would take something whole film characters ending scene even already know going happen still touching memorable all all despite rushing plot corny scenes galaxy express holds place anime classic amongst films like katsuhiro otomo s akira mamoru oshii s ghost shell film directed rintaro previous experience leiji matsumoto s works worked captain harlock series later rinatro directed wonderful looking metropolis also questions difference humans machines galaxy express classic seen least every anime fan
1,fido story well mannered zombies trained serve human race falls apart though young timmy s zombie fido eats family neighbor on disaster well maybe disaster extent chaos occurs people treat zombies fairness one character sleeps zombie very funny part movie also disturbing too find loving fido whatever may do funny unique film especially zombie genre also probably one least violent zombie movies no negativity statement much recommend people looking something funny different rate rated r zombie related violence
1,halfway lajos koltai s evening woman deathbed asks figure appearing hallucination can tell life went line could embarrassingly theatrical woman speaking vanessa redgrave delivering utter simplicity question tears heart out time again film based susan minot s novel skirts sentimentality ordinariness holds attention offers admirable performances engenders emotional involvement recent movies have six months year gone two memorable meaningful worthwhile films theaters other course sara polley s away her hollywood might turned evening slick celebrity vehicle two pairs real life mothers daughters vanessa redgrave natasha richardson meryl streep mamie gummer richardson redgrave s daughter film with sister played tony collette gummer plays streep s younger self redgrave s youthful incarnation claire danes add glenn close eileen atkins hugh dancy patrick wilson large cast yes could turned multiple star platform instead koltai brilliant hungarian cinematographer mephisto director fateless created subtle ensemble work continental feel story taking place high society newport environment days leading wedding fraught trouble missed connections wrong choices dutiful compliance social family pressures present quite soap opera quality writing koltai s direction selfless acting raise evening way level rarified air english french and american family sagas century contemporary setting complex relationships mothers daughters friends lovers addition difficult triangle come across clearly understandably captivatingly individual tunes woven symphony and yet foregoing emphasis ensemble selfless performances stars evening still shine through redgrave richardson gummer an exciting new discovery looking vaguely like mother different actress danes carrying load streep shows final moments and course steals show dancy wilson well worth price admission too as away her evening stays length inviting re thinking story characters re experiencing emotions raises two hours film runs bit long way stays thereafter welcome among many movies go cold long popcorn
-1,lame cliched superhero action movie drivel high hopes movie genre hk buddy cop actioneers one do not despise rarely see storyline trite ludicrous one was would forgivable always kinds movies action compensates unfortunately not action carry trademark surreality top nature hk action it s involving obscenely gory fact often completely incoherent perhaps due re editing american release show signs many places patchwork disappointed
1,quirky movie brits well low budget cameo type roles well executed story little weak recently widowed judi dench decides round blonde bombshells well almost all girl band performed war london obligatory son daughter thinks she s gone potty like way movie lets young people see do not monopoly feelings love even lust old wrinklies good laugh too judi dench superb always pity did not get see blonde bombeshells end little rushed thought kept thinking watched david jason would made even better patrick ian holm although quite adequate transvestite drummer cheery movie well worth night girls
1,paris place enjoy beautiful art music fall madly love case film boy meets girl fall love something stands way eternal happiness classic story the wonderful music george gerschwin complements great dancing gene kelly leslie caron an american paris humorous light hearted loving film well worth watching
1,tony arzenta sicilian hit man professional killer decides leave business former employers agree in terms content highly enjoyable action movie does not one terms sheer amusement fun it melodramatic violent quite brutal car chases notable arzenta unpretentious yet likable film much better current hollywoodian trash gets label comes delon s rather short flirting italian b cinema s carefully uses delon s tough guy persona belonging gallery bad ass thugs made youth i enjoyed much fact delon made film role good eurocrime flick the score fine good introductory song making felt gusto italians film considered synthetic work where musical art important part in tony arzenta big guns way appealing erika blanc years appears unnamed hooker meanwhile arzenta s girlfriend sandra is played carla gravina a starlet practically left movies arzenta interestingly filmed an ambitious visual conception expressionistic peculiar angles movie directed prolific duccio tessari the one made also zorro the delon comedy needless mention two films tony arzenta zorro are unlike the first one bloody melodramatic violent action movie the second lighthearted comedy more kindred spoof though remarkably coherent skilfully made duccio tessari directed films like kiss kiss bang bang sons satan the bloodstained butterfly viva la muerte tua tough guys safari express etc
-1,whoa nelly i ve heard ton mixed reviews this but one go hardcore horror reviewers really found disappointing man right nose movie acted pure amateurs done one take maybe two scene movie seemed soooo rushed script also poor they lines tried unique failed miserably get meathooks me oh man hate movies try that happens time comedies but horror movie average actors the results incredibly pathetic lines scenarios predictable made feel negative towards movie was again damn acting awful besides little asian guy worked booth thought great the movie stupid dumbsh t tourist vacation asia end wrong place fall hands mafia run sex slaughterhouse sounds like cool story watching someone bad case diarrhea probably fun intense watch reason considered horror killing was not trace suspense i like many horror fans dying get bloody little mitts this unfortunately huge capital u movie incredibly disappointing enjoy ankle break blood effects flabby chicks also so everything movie screams amateur ryan nicholson s first feature length part failed there s denying sick sense humor taste horror pray next movie does not play like another b horror flick unless tells us that s it s gonna be even disappointment i m willing give ryan another shot i ve seen him he s true dedicated man genre good luck next time bad news
1,masks moving film works many levels simplest haunting story street performer bonds young child trying pass along creative art masks next generation although times story makes old man job well crafted written acted directed wonderful production values easy move beyond plight and hang it film ultimately sweet uplifting kudos around wonderful film children well adults trick get americans may like foreign language films see it
-1,a heartwarming unlucky family gets adopted abc sears home renovated that s humanistic appeal ends liked early run show become disgustingly excessive ten needy families could given relatively luxurious homes lots goodies every one family episode show splurges on people habitat humanity must shaking heads disbelief example necessary healthy sixteen year old boy jacuzzi bedroom bed tricked out low rider hydraulics mom really need dilapidated non running rusted old pick up truck restored pimped best customizers california new one would done job quite nicely probably third price people really need sixty five inch plasma screen every room house there s issue pays increased property taxes utility bills even zaniacs makeover leave somebody still earn living doubt friendly folks social services see humor largess this show nothing ratings grabber abc tacit commercial sponsors
-1,many holes movie enjoyable worse bizarre almost hollywood like ending completely context rest movie this spoiler never guess ends you also need thick skinned sorts politically correct undertones conflict whites blacks highly contrived one sided did not understand author local black communinity behave unacceptable manner trying racist a truly bizare movie watch like really annoyed holes plot like debate things may may supposed happened but positive side filming acting excellent
1,anyone argue fact urban cowboy was still is best document texas life time period consider following men beat wives get drunk bars nightly get married settle fight commit adultery compete mechanical bulls try name movie depicts real life vividly dont make anymore seems current films always people lots money live huge homes drive expensive cars do not work movie celebration scene getting trailer pete s sake anyway watch least week kidding dissected movie end end feel free email learn reason calling documentary consider following scenes bud sees sissy split amicably honks waves flips bird returns half peace sign honking horn add impact tears off buds mom calls approx hours gets town sunday see job yet accomplished getting drunk laid x help uncle aunt cover him you live like pigs think scene needed think it necessary could figure without showing filthy sink god love sissy allows wes help ride bull days or possibly next day wes kicked crap husband steve asks hey sissy remember wes oh yeah didnt beat husband night let s get lesson goin make mention fact seeks solace later one bud sissy s many fights way take place public gilley s the wedding reception picture taking session oh humanity could least arrange move chairs way my legs sweatin momma in conclusion do not put scenes like movie try show insight human psychology documentary real life i wish director s cut
1,saw movie really shocked see s about know may wrong things seemed like s really effect people time people said would want go back s saw would say yes excitement outcome that s opinion
-1,thought hedy burress who managed escape watery grave part one going part guess not think killed like friday th part you know mean this movie like scream urban legend followed movies within movie this pure crap whole movie within movie crap bad stay away
-1,actor independent writer director john cassavetes woman influence gives viewer look working class family problem mental instability husband nick played peter falk blue collar worker trouble showing wife mabel played gena rowlands amount attention deserves onset film obvious mabel quirky strange minutes later clear much that crazy bonkers damn mind nick tries hardest hide co workers particularly strange incident dinner asks she ll okay he s trying deny mabel s illness problem spirals there i find particular problems film guess problems mostly present story way character acted toward end mabel committed because frankly she s nuts then six months later she s ready come hospital husband throws party welcome back never acts stupid beginning movie would invite people strangers mabel house wife fragile state it s simply idiotic later mabel comes house mabel s father huge outburst nick screaming top lungs wanting eat spaghetti daughter gotten back six months rehabilitation thing want keep calm goes nuts spaghetti minutes later film nick brings mabel stairwell forces things mentally unstable make weird noises gestures did not send make better things various parts occurred this would redundant look detail guess serious problem decision cassavetes characters act way simply did not make sense however although problems ending film one aspect really redeemed it acting gena rowlands played amazing crazy woman times forgot acting got caught wild gesticulations crazy talk actually scared her amazingly convincing intense however also impressed rest mabel s family peter falk played strange character almost thought crazy himself awkward way handled children job especially situation wife also usually do not appreciate child actors young people played nick mabel s children film phenomenal really felt like mabel s children seemed attached interesting helping problem think performances one things kept film together without would made film less realistic less intense in general was not impressed film story jumbled unclear characters acted ways made wonder was not insane movie saving grace brilliant lead acting roles longhetti family realistic dialogue powerful acting kept film together probably reason film ever amounted anything
-1,and extremely bad one that long train wreck last episodes something see now i bought serenity episode amazon unboxed first purchase free good thing experience incident i will not comment really acting since were guess fairly new people had not really gotten job right yet least i ve never seen type major show theater tv did easily forgotten them but special effects absolutely horrendous true is not exactly multi million project original star trek better thirty five years ago especially got laugh bad guys reapers something like that ship chased hilarious looking firefly smoke coming engines looking something like gigantic model rocket fully expected eventually see wiley coyote riding top chasing roadrunner modern jet rocket engines do not even bad and was not even worst it wild west type shoot outs wondering actually watching sci fi film gene autry one regardless hype do not waste time i did all something minutes disaster called firefly
-1,it s sad romanian audiences still populated vulgar uneducated individuals relish kind cheap demonstrative shows superficial brutal garcea series vacanta mare child plays difference mugur mih escu doru octavian dumitru sub artisans never presume claim shows art pintilie years ago made good movie duminic la ora sase followed another one nice enough reconstituirea tries declare film lenghts art works but unfortunately masters way limited level specifically cinematographic means expression such niki ardelean offers sample how not merit
1,wow movie i m fan contemporary italian directors usually do not like dramas smith super fan even thinking good actor but movie great movie original script good direction well acting wow it stunning movie captured attention minute minute even like the pursuit happiness maybe also like acting will s son bad actor children usually seems natural born actors saw also last night the day earth stood still confirmed sensation jaden can not act do not want write spoilers do not talk story say movie talks love death feelings do not like watch movies but movie super great movie minimum heart you ll do not regret watching
1,secret kells may exquisite film seen since triplets belleville although stylistically different kells shares triplets the jaw dropping opening d sequence of kung fu panda incredible art direction production design background layout richness color feast one s senses kells lavish almost gothic layout somewhat reminiscent klimt wonderfully flat general overall perspective ornate celtic illuminated design yet characters simplistic appealing works together beautifully fall love characters moment meet them drawn every detail story every stroke pencil brush tomm nora ross paul cartoon saloon extended crews achieved small budget very small crewed film absolutely astounding groundswell support amongst animation community phenomenal film breathtaking buzz amongst colleagues recommending film spreading like wildfire congratulations kells many accolades annie nomination well current oscar qualifying run well deserved nods indeed
-1,plan b appearance quickly made unedited sloppy script movie attempt outing actors involved outing nixed start another mafia based comedy nothing new lowers standard participating joe maloni paul sorvino crime boss concerned clothing appearances business control personal assistant mario anthony desando dumber dirt ignorance supposed funny maloni whacked one debtors who happens married bookish fran diane keaton maloni takes fran assistant work dead husband s debt maloni s hit man fran afraid shadow unable carry maloni s assignments electing instead transport whackees florida hide brother james house figure next alternative killing three candidates called plan b plan kill them ending wholly predictable every line assigned script characters diane keaton made lot fine films one talented actresses comediennes screams rants twitches way ridiculous part quickly becomes annoying watch paul sorvino is well paul sorvino type cast mobster films supporting cast likewise allowed play balcony broadest slapstick pratfall fashion imaginable supposed comedy ends silly overdone director greg yaitanes needs go back tv sitcoms flimsy story compressed half hour gig might chance grady harp
-1,went school jeremy earl heard movie do not really know theater s all do not recall name seen it like one school specials acting ok great plot kind weak lines pretty corny comment give movie eh borrowed movie jeremy movie rental place one would walk past watching would not recommend anyone past middle school age i ve also noticed many times urban kids portrayed slang overused outdated many times think thats makes characters unbelievable
1,first off consider film nearly fifty years old yet still stands one great films time wonder many todays throwaway celluloid productions still talked the story simple yet solid enough effects nothing short phenomenal day still recall first time watched this kid monster enters force field protecting ship got see outline first and only time shivering fear tell you looks dated today still effective enough the scenes tiger show age now see outline tiger matted shots altaira visible likewise effect whereby creature melts way krell doors wonderfully done it s also amazing see leslie nielsen better remembered airplane naked gun movies young still mature man film came out nearly now all good movie sure continue favourite years come timeless
-1,good half hour so remember thinking hey could well bill rebane s best achievement ever opening sequences atmospheric immediately scary moments enjoy director even refers notorious stinker the giant spider invasion playful way concept shamelessly stolen william castle s house haunted hill three old extremely bored millionaires luring nine losers isolated mansion win elimination game naturally participants start vanishing quickly one one takes remaining greedy boneheads much time realize either old folks sadists or there s another murderer amongst them film begins ends odd narrator telling lot senseless stuff is not relevant even interesting plot there s nice t a admire first ten minutes dumb bimbo shelly believe she s called really hilarious observe first half hour naturally inevitable happens the cold turns textbook rebane production retarded plot twists dumbest dialogs ever total lack excitement was not budget bloody murder sequences multi talented director tries compensate endless footage disco dancing girls amateur rock band film also four even five different climaxes none slight bit satisfying maybe inspiration lotr return king avoid film you ll live longer happier
1,watched and recorded years back local tv and underwhelmed it subsequently erased tape however released mgm part midnite movie double feature dvd curtis harrington shelley winters films affordable price could not resist giving second look this since gone out of print actually received dvd months ago now harrington s passing get it thankfully time around receptive film and fact consider one satisfying whatever happened baby jane imitations with whom incidentally shared screenwriter henry farrell the film offers splendid evocation s depression america child star craze sensational murders exploited fake newsreel opening it s stylishly made kudos lucien ballard s cinematography set design eugene lourie boasts effective david raksin score shelley winters debbie reynolds michael macliammoir deliver excellent performances latter especially impressive larger than life vaguely sinister diction coach though ultimately proves mere red herring also featured dennis weaver agnes moorehead hers cameo really evangelist plays mostly heard radio many seemed regret inclusion musical numbers kids including amusing mae west imitation personally was not bothered them film slightly overstay welcome due unhurried pace perhaps needlessly convoluted plot reynolds musical star ideally cast dancing school owner and despite on set rivalry winters work well together latter fact gives balanced depiction paranoia insanity whoever slew auntie roo narrative then comes number ironic twists lead expected grand guignol type denouement apparently film toned it originally contained gore even suggestion lesbianism producer martin ransohoff harrington s wishes order get pg rating
-1,perhaps could not find dvd menu selection plot off clearly default off end credits began roll could not believe it like poor beautiful protagonist felt used dirty cheap the characters drawn broad strokes writer s disdain wealthy thatcherites apparent consider roosevelt democrat would appreciate bit subtlety of course problem could me see many others seem find meaning message picture alas i the thing kept giving nice scenery human plant
-1,seemed like longest hour i ve endure long time al pacino delivers accurate performace sure usual typecasting nice character truely pathetic someone pitty stumbles around forgetting appointments realise hollywood social life drained life energy movie needed someone like reason every character picture said i do not know like you eli al pacino s chracter could not even come close liking him all actors played usual styles tea leoni richard schiff bill nunn nothing change established personas developed tv earlier films kim basinger was not even film long enough deliver performance kind the movie s story momentum scenes never driving story forward rather collecting factoids characters later came play anti climactic ending potential except unwillingness build upon story whats point film daniel algrant jon robin baitz would believe once hollywood you can not get out yeah right that s many people get fired hollywood
1,grew southern west virginia i m age or maybe year older than homer hickam author the rocket boys book forming true story basis heart warming film and relate closely west virginia coal mining theme stunning effect sputnik time october us rocket boys went make great lives themselves went get degrees physics computer engineering sputnik woke lot young people science gap u s s r u s cold war days this wonderful film everyone ages grew west virginia late s it ll touch core being everyone get it watch it recommend friends who ll thank many times
-1,tv guide described plot severed ties thus experiment severed arm goes awry right away thought going arm that s got mind seen beast five fingers hand someone getting arm transplant body parts premises tried tested accurate tired tested curious producers would approach story actually thought making arthouse movie like pi use b w photography start film makers seemed tired approach seconds decided make splatter comedy similar evil dead i ve little say except disliked evil dead movies disliked severed ties seems really unfair films like use obscene amount rubber third world crying condoms
-1,time period exhaustively covered television or media general s no really need yet another trip turbulent time really must one shallow the s i like think co writers bill couturie robert greenfield mind two part miniseries ultimately resulted especially given couturie s involvement superb hbo movie dear america letters home vietnam utilized little original music original footage letting sights sounds time speak themselves presentation intercuts file footage dramatic production does not anyone favours trying much little time like many ilk it s seen point view one family children family seem involved tangentially almost every major event s it s amazing one does not go rolling stones gig altamont making seem less like period drama like cliff notes version decade the makers rush much there s little time give characters character stick figures called protagonists screen ages time children s father especially clich d they re back blammo it s something else garry trudeau could teach filmmakers thing two kind thing properly fairness jerry o connell jordana brewster jeremy sisto julia stiles charles s dutton give material old college try they re wasted especially latter two it s undeniably good see david alan grier rare straight role activist fred hampton rosanna arquette in uncredited cameo part always welcome what is not welcome the s drowns soundtrack many period songs ultimately reduces already minimal effect and may well time american tv presentation post s america never mentions british invasion beatles rolling stones again there s much tunes shoehorn soundtrack album right capping surface skimming approach time plot almost out of place happy ending american dreams the wonder years much much better nothing see can not see elsewhere people except julia stiles twist is
-1,even tired movie model nature vs man cycle prevailed predominantly s ants falls miserably short even somewhat effective though entertaining reasons intending sooooo preposterous apparently ants bulldozed near inn eating poisonous waste decades adapted emitting poisonous bites hundreds bites fatal watching actors notoriety clumsily fall amidst tiny black specks painfully funny not so good but very bad way many scenes look ludicrous boy trying fall dumpster whilst attacked suzanne sommers crying horror lounging bed robert foxworth lynda george breathing pieces wallpaper bernie casey faking gam leg list goes on peril shown ranges ants crawling drain black lines ants walls cast film bad paper none actors seem believe material poor myrna loy sit wheelchair horror hope found good use money obvious reason woman pedigree would nonsense although quite bad film watchable me many seventies bad film qualities start studded actors embarrassing themselves made for tv feel dreaded creatures nature reeking vengeance man time man must push hand pile ants affected really quite dreadful
1,basic storyline is aditiya kumar spoilt son millionaire ishwar bachan owns toy industry ishwar s eyes son aditya nothing wrong aditya s mother sumitra shefali shah warns ishwar bring son responsible path late ishwar patient lung cancer months live son elopes marries mitali chopra ishwar readily forgives aditya happy couple aditya mitali come back honeymoon mitali pregnant forces ishwar kick aditya house make responsible aditya does not know father suffering lung cancer also does not know father kicked hose make responsible ishwar cannot bring tall aditya die hungry pregnant wife race time aditya prove father climax comes aditya gets big break movie industry father tells die this movie absolutely brilliant breakthrough indian cinema needed bollywood industry shah s directing almost flawless movie does not flaws best part movie father son relationship tearjerker song interludes placed right time scenery good part movie fails jokes boman irani rajpal yadav jokes long bit annoying overall brilliant movie advise anybody reading review go watch regardless reviews
-1,yet another film tortured self centered arrogant unfeeling hateful self destructive lead character supposed care about do not get wrong open kinds wall movies lead character strongly self destructive character object one little background guy guy hate world script dealt might managed elicit sympathy him comes unpleasant hateful character tragic hateful after taking great pains make guy crazy anti social possible making fate dark possible writer nerve make happy ending this worst film ever seen putting good fight man do not waste time
-1,turgid dialogue feeble characterization harvey keitel judge plays like off duty hitman tension free plot conspire make one unfunniest films time feel sorry cast try extract comedy dire lifeless script avoid
1,reign adam sandler don cheadle jada pinkett smith liv tyler saffron burrows donald sutherland robert klein melinda dillon mike binder jonathan banks rae allen paula newsome times affecting times middling dramedy thoroughly depressed man lost family sandler best role since punch drunk love winds re united old college roommate friend cheadle continuing impressive work every role date well to do dentist seems family wealth happiness really sees ally freedom troubled friend s personal life offerings written directed binder who co stars sandler s former best friend acting accountant equal parts humor genuine heartache film works best two stars share screen last act falls almost movie of the week treacle tidy solution matters hand
-1,thumb idea is not winner second time round thumbtanic was not good thumb wars number reasons primarily think mr oedekerk far less work titanic send up unlike star wars movie titanic has not yet become cultural myth far fewer references made resonate audience in thumbtanic holes filled one off jokes do not really seem related anything example hero s insinuation heroine is not clean jump end ship scene it s funny rather think yourself did miss something original movie many type baseless jokes cf arachnid by contrast send up smarmy ship s designer meaning funny also funny send bloke movie wanted go faster maniac running around demanding everything faster including sinking ship first die sort jokes meant something titanic context lent meaningful humour thumbtanic the thumb media faces voices still amusing props sets cg animation worthy appreciation overall although thumbtanic proves quirkiness alone will not work filmette still keeps amused chuckling end
1,i ll admit biased reviewed since introduction series saw film first time late night fear friday amc often pulls obscure gems like cold storage new generations made point watch entire amicus anthology series reviewing make sure perspective looking back still rate house dripped blood favorite followed closely tales crypt asylum i think elements make series charming the vintage s s style cinematography creepy kooky far fetched tales utter britishness right backing music came together better others overall movie centers around old english country house misfortune befalls dwell within the first story involves horror writer wife moved secluded place get break city could concentrate passion creates murderous character called dominic soon starts experiencing great difficulty telling reality fiction subtle physchedelia via torment found amusing yet creepy oh horrible prop teeth then british actors maybe real the second story tale lonely old man peter cushing moved escape loneliness yet worsens haunted lost love seems found possible salvation local very creepy wax museum turns would much better alone the third story includes great christopher lee my fav british horror actor single father rather disturbed thoroughly creepy young daughter constantly wary getting things should not like witchcraft natural talent it good reason lee superb ice cold disciplinarian man true talent playing characters absolutely devoid warmth despite best efforts little troublemaker fact learn forbidden knowledge bad things follow this final story tale cynical old veteran actor feels young director he s working is not qualified capture proper vampire film right quality costumes cloak particular goes old curiosity store middle foggy night get something authentic little know picked truly authentic vampire s cloak putting stroke midnight rather noticeable effects time gotten fourth final story could not quite stay awake first try not boredom experience something hundreds times curious bonding experience films music drift sleep film music becomes part dream great fun bizarre story perfect seemed much scarier first time actually woke right levitated cloak s power could not quite comprehend happening first long after lovely ingrid pitt costar movie set came visit warned put cloak midnight but needn t bothered real vampire herself chintzy keyboard jingle followed flew toward staircase simply hysterical half asleep state seemed rather confusing side note make sure catch lee pitt along stunning amicus star britt ekland time classic film wicker man the weakest link interlacing commentary stories based stories themselves classic objectively would say third story best like th makes smile much very highly recommended horror fans you re british horror fan it s mandatory i d say it s worthwhile view series chronological order can last film series monster club certainly weakest think first films except times mediocre torture garden best like them watch least once you ll probably back many times watch favorites
-1,film recipient academy award best animated short film last weeks seen dozens nominees recipients award last years really think film might worst all yet was not nominee won assume must horrible year genre the film shows group characters look bit like super skinny uncle festers appear simple articulated figures moved using stop motion animation identical with faces bodies clothes difference different number drawn backs standing large platform suspended magic space pole also box platform platform begins tilting slightly response men move effort balance platform goes longest time relief tedium one acts rather nasty towards end is not enough make fun watch least aside passable stop motion animation short offers nothing interest me nothing by way great short knick knack also came idea among nominees great short far better nominees year year before perhaps pixar s success previous years resulted bias them knick knack clever funny seems almost criminal ignored it could pixar entered it seems unlikely
-1,year long phillip seymour thomas oscar knew would extra movie him actually paid extra my boyfriend s back shot suburb austin called georgetown tx original title johnny zombie thank god producers change heart theater scene rushed watch movie day released theaters comedy horror movie but good laugh might want check out nothing even close dawn dead even shaun dead quality cheese factor good enough ciao
-1,film tries immensely clever tarantino like before try though need solid filmic fundamentals include good sound editing set design etc lets talk sound movie absolutely atrocious never distracted sound track everand talk low budget film made chile etc lets bear mind desent sound days far achievable ever been anywhere info technique available ever beforethe sound movie plain bad foley particular place inappropriate throughout atmos equally terrible heard least four loud clicks movie result poor sound editing sound inside cars awful sound car doors closing awful sound lady singing wrong foley either overboard simply like sound person got bored gave up spaces wrong everything wrong and yet letting limitations creativity get way time movie tries boldly clever example sound aquarium used following street scene hear sound we re supposed to sound edits precede visual cuts every trick book used yet foundations thereediting wise scenes using heavy jump cuts tinkering around time line etc etc etc yawn techniques imitated splendidly low standard overall mix crap sound crap so film crap movie many fundamental flaws considered awards high praise chile s cinematic new wave best creative output chile offer hope not think not my theory chile s selective better talent avoided film like plague maybe due risqu content equally film likely received much unwarranted critical acclaim called world cinema enthusiasts grubby reasons likely revel it s trashiness course film critics rarely pay attention technical details quality this film rubbish it s mouth trousers never deserving rating film production quality cheap tarantino new wave inspired porno
1,anyone say bad beyond me loved show even saw it reasons story intrigued me jessica alba james cameron please ignore bad comments please watch whole first season decide it s bad know watch first season love go buy season well season dvd join campaign get season made i hate fox i m sure lot dark angel fans hate too thing canning good shows do not agree
-1,funny bits come bill film quoting zeitgeist keep tv show interviews film i m probably overreacting unnecessary provoking film do not know laughed disagreed agreed film confusing inconsistent bill s funny guy also cocky bill s rhetoric similar bill hicks brilliant comedian like many comedians borderline comedy preaching annoying think major problem film lack sensibility might personal taste comedy constantly demeans somebody cannot taken truth bill obviously emotionally reactive religious fundamentalism agree bill religious fanaticism sensible response cannot sensible create unnecessary turmoil better react fundamentalism conclusion we do not know fervently tries convince spectator nobody knows anything point agnostic community concerned lack serious research comparative religion humility knows does not contradiction tries insist religious thought non sense i great trouble seeing bits zeitgeist movie bill s film astrotheology influenced non sense simplifies religions simply disappointing zeitgeist provoked lot controversy messed validity much valuable religion studies scholarship sad wrong facts tossed around reliable scholarly sources astro mystic sources reduce everything the stars say all seem middle ages film confusing statement confused agnostic agnosticism far complex philosophically academic defending every single issue we do not know this film obvious proof postmodernism able oversimplify generalize major issues human history watch film it hilarious interviews bits please behave like bill cannot expect anybody mature conversation making sardonic comments every line arguing techniques demeaning insulting provoking emotional reactions rather rational logical argumentation needs mature way dealing issues
