Polarity,Review,Polarity_result
-1,beware the loudmouthed lout working the front we stopped by a couple nights ago and asked to check the menu finding it acceptable  despite an abundance of starch with minimal protein  we walked away to go find the other members of our party to return and ask for a table but we were accosted by a boorish old man who kept yelling hey until we turned around to see what he wanted come to find out he wanted to insult us by telling us to check out the hamburgers across the street if we didnt want or couldnt afford his fare well needless to say we didnt go back and had a fine dinner elsewhere tip to the house insulting the public is no way to win friends or customers,"{'neg': 0.095, 'neu': 0.788, 'pos': 0.117, 'compound': 0.5215}"
1,never had any experience with rudeness here or any other problem they make the best beans and greens around and i order this dish at every italian restaurant  brothy just the right amount of saltiness and just right for sopping up whatevers left on the plate with their delicious crusty bread  the salad with gorgonzola is also pretty amazing  a great neighborhood standby,"{'neg': 0.065, 'neu': 0.698, 'pos': 0.237, 'compound': 0.9413}"
-1,i am a nice amicable person i treat others with kindness and have a highly positive attitude i rarely complain about things thus it makes me sad to write a negative review however the way in which mozart management staff have behaved and conducted themselves over the past two years warrants this review we moved to pittsburgh when i was in graduate school we loved our tiny cute apartment at schenley arms our first home as a couple this abruptly changed when simple calls to request that they salt the driveway were met with aggression irritability and statements such as we have never had a complaint before and we cannot accommodate your schedule i felt guilty at first about calling but then had an epiphany and realized that mozart has serious issues the tone of their written  correspondence is also highly intimidating demeaning and threatening i will not bore you with the additional myriad of complaints that exist what ever happened to customer service decency and basic regard for other human beings            if you value your hard earned money and do not want to be met with criticism and hostility when interacting with your landlordavoid at all costs also there are a fair amount of negative reviews when you do a search on googleread and believe them they are completely mean and disrespectful this is not the kind of business i want to support as it conflicts with my value system we are moving out asap when our lease expires   ps the maintenance staff are fabulous and deserve  stars i hope they arent treated as bad as the tenants,"{'neg': 0.134, 'neu': 0.73, 'pos': 0.136, 'compound': -0.3274}"
-1,they just broke into my house without any notice to show around they knocked so violently i almost mistaked it for gunfire then before i was able to say anything they broke in there was at most  seconds interval between the knock and the break in i wasnt dressed and the guy just said oh hi were showing the apartment and stormed into my kitchen ridiculous i started ranting as soon as they left the room this is totally invasive and disrespectful i didnt read their lease very carefully when i moved in and i totally regret it they shoved it to me and told me everything must be signed by the end of the day so i thought whatever how bad could it be apparently breaking into the house without any notice is written into the lease here and if you dont comply theyll fine you as much as your units monthly rent around  for telling them no you cant enter the house ive heard of several cases like this theyre unbelievably hostile and try to juice as much out of your pocket as possible,"{'neg': 0.128, 'neu': 0.851, 'pos': 0.021, 'compound': -0.968}"
-1,breakfast is always good but too much pamelas seems greasy you can cook it all at home for much cheaper however the pricing really is low when youre lazy the wait is ridicious at times i would recommend the shadyside location over the other two its more clean and better parking cash only,"{'neg': 0.095, 'neu': 0.704, 'pos': 0.201, 'compound': 0.7974}"
1,woah thank goodness for yelp thats how i learned about this breakfast gem the boy just moved to pa so we went out foraging for breakfast but before i did i did a quick yelp search we headed to pamelas as soon as i saw the reviews   there were about  people hovering outside so went in to put our name down heres my only complaint we waited patiently in the line while people paid to put our names down but then about  people just cut in front of the line which was a bit rude   the seating is tight but the atmosphere dineresque upon the walls are some differing varieties of art some for sale no less   the menu while not particularly healthconscious was heavy on eggs and pancakes we went with the specialty pancakes bananawalnut and choc chip  both were delicious i really wanted to and tried to finish mine but i just couldnt man up   the other complaint which is of nofault of the restaurant was the mother of teenage boys next to use who repeatedly started screaming at them and causing quite the scene despite the deliciousness of the food things got tense for a while   i think the next time i have a serious pankcakehankering ill find myself wishing boston had a pamelas,"{'neg': 0.122, 'neu': 0.832, 'pos': 0.046, 'compound': -0.9555}"
-1,two words grossly overrated if i am going to wait an hour for breakfastbrunch it needs to not only be good but also unique unfortunately pamelas is neither of these things then again the hourlong wait does provide you will ample time to find a atm because they only take cash if you want to wait in line for an hour for food that is both good and unique try coca cafe,"{'neg': 0.08, 'neu': 0.853, 'pos': 0.067, 'compound': 0.0121}"
1,im from california and hotcakes is something thats not common in our food vocabulary we just settle on pancakes and call it a day  my brother took me and my mother to pamelas for brunch and it was pretty packed fortunately it was only a  minute wait and a huge crowd came in after us i glanced through the menu and learned that theyre known for their specialty hotcakes they all looked very good but settled on the the strawberry hotcakes was craving strawberries we finally got seated ordered what we want and chilled in the lively atmosphere of the diner the food came out relatively fast and i was ecstatic for my hotcakes they use fresh strawberries instead of the syrupy strawberries in a can the hotcakes were thin like a crepe and the crispy edges were the best part a bit heavy on the butter but thats how you get the crispiness the sour cream surprisingly worked well with the strawberries as it balanced out the sweetness from its tart element as for the brown sugar that was like the cherry on top it was pure harmony  definitely check it out when youre in pittsburgh,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.9931}"
-1,i like chinese food  americanized or authentic from the streets of wuhan or a plaza in monroeville i have enjoyed it  in light of that china palace on walnut street is well kind of okay  the positives   the vegetarian menu has an especially good selection  im not a vegetarian but i usually order from that menu just because its something different  the food isnt terrible either but its not great  its also usually easy to get a table last time i went there i tried to go to pamelas first but it was a saturday afternoon so there was no hope of getting in  oh and the lunch special pricing is not bad at all  the negatives  dim lighting that makes me want to sleep  its not romantic just dim  the only waitress ive had there is pretty rude  shes just not cut out for waiting tables or interacting with people in general  my minimum tip is  even at the cheapest places  she got  because she didnt do the minimum amount of customer service i require to give my minimum tip  the food is only okay    all in all if youre on walnut and you can avoid china palace try something else  you wont hate your experience here but it wont be memorable either  i will probably return though for the cheap lunch specials but thats because im moving out of country soon and i need to save every penny i can not because i really love the place,"{'neg': 0.058, 'neu': 0.766, 'pos': 0.176, 'compound': 0.9845}"
1,we order takeout here several times a month the food is always very good and quite plentiful for a takeout order the quality seems pretty consistent as well they even called me back once to double check something on the order that was really nice delivery times are always good and theyre very fast on slow days meals in the restaurant or also highquality my wife and i have probably eaten here  times in the last five years,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.9258}"
1,had lunch with my husband here yesterday after not eating here for years  we shared the tuna sashimi and wild mushroom flatbread as apps  both were delicious and im freaking thrilled when a restaurant knows what a caramelized onion is supposed to look like  my flatbread was smothered in them just the way i like it  the sashimi was nothing crazy i liked the grilled pineapple with it    my husband got himself a burger the barbecue one to be exact and i had the wild mushroom pasta  i was concerned it would be too similar to the flatbread but the server raved about it so i tried it anyway    my husband enjoyed his burger though he thought it could have been less salted  he was happy that the temperature was correct also   the salad that came with my entree was ok  the blue cheese dressing was eh the cherry tomatoes seemed kinda squishy and i actually spit out a crouton  it had this weird feeling in my mouth of being a tasteless cube of crunchy oil  i usually love croutons too  the pasta was tasty but almost too tasty if that makes sense  too many competing flavors  my husband was thrilled that they got al dente right when he had a bite  id also note that the pasta is much more of a dinner meal than lunch but there arent a ton of options for people trying to avoid meat  overall id eat here again and get the same apps and a lighter entree,"{'neg': 0.036, 'neu': 0.841, 'pos': 0.123, 'compound': 0.9766}"
-1,this restaurant is in a great location and has nice ambiance that is where the positive ends the food is lousy i paid  for a stainless steel mixing bowl of iceberg lettuce with a little frozen ok it was thawed but had previously been frozen corn about  tablespoons of black beans and the same amount of feta as a vegetarian this salad was one of two that had some sort of substance to make one think of a meal what a disappointment  i wont be back,"{'neg': 0.071, 'neu': 0.843, 'pos': 0.087, 'compound': -0.1253}"
-1,everything about the pedi was ok except the polishing part   hours later i had to wear shoes and the polish smudged because it was slopped on so thick it never would have dried   as she was polishing my nails i was thinking man that is way too thick  itll never dry but i didnt say anything because i thought maybe she had some super topcoat that would make the impossible possible  well she didnt and the polish stayed not just tacky but downright wet for  hours before i finally just scraped the goop off and painted them myself    i will never be back and wish i had saved my  i had a groupon and my  tip  should have just done them myself,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.9505}"
-1,our wedding cake and dessert table vendor was included in our reception package so im sure the owners are going to say we didnt pay them directly so what i write doesnt matter ive seen this response in other negative reviews  in my opinion that should not matter  we should still receive the same type of respect courtesy and professionalism that all clients should receive  this was not the case  i wont rewrite what i posted last year about our issues with the dessert table and the attitude of linda but what i am posting about now is our  year anniversary cake top  we were given a certificate in our package for a free fresh cake made in our wedding cake flavors  linda even wrote the flavors on the card  i was really excited to taste the cake since my husband and i didnt really get a chance to during our reception  they gave us a plain chocolate cake with white icing  this is not what our wedding cake was  when i called and asked if there was a mistake i was told someone would call me back  of course they didnt  so i called again and spoke with steve who laughed at me when i asked why we didnt receive a cake in our wedding flavors and then had the audacity to say well you got a free cake  really  it wasnt good and it was a plain cake i could have made myself  when i said thats not the point he said what do you want me to do  another cake fine  when do you want to pick it up  when we picked up the second cake again in was the same cake as before  i have yet to try my own wedding cake flavor  they are so rude cocky and ignorant  i will never go to the bakery again nor will i ever recommend it to anyone else,"{'neg': 0.059, 'neu': 0.824, 'pos': 0.117, 'compound': 0.9588}"
-1,there were six employees behind the counter and one customer waiting for their sandwich to be made and i was the only person in line and couldnt get a single person to take my order  walked out and got faster service at panera which had a line out the door  oh well,"{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.2732}"
1,they take great care of our pets here we rarely have much of a wait and all of the staff are courteous and talented in handling and caring for pets all of the vets we have met with were professional friendly and very capable,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.9726}"
1,excellent food with great service,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.8316}"
-1,okay food  number of other guests is often zero  uncomfortable,"{'neg': 0.203, 'neu': 0.547, 'pos': 0.25, 'compound': -0.1027}"
1,says they deliver on here wrong  wrong again  should not be checked i like applebees  thought the delivery was something new for the pittsburgh area dont know if this is something yelp does or something someone checked off but not cool,"{'neg': 0.144, 'neu': 0.817, 'pos': 0.039, 'compound': -0.5849}"
-1,this hotel is in need of a renovation this becomes most apparent when you look at the bathrooms which have fixtures and mildew growth both from the seventies ive stayed in motels that were cleaner and better appointed  i could have done without the sleep number bed but thats probably more of a personal preference than anything however it appeared to me that the money would have been better spent on updating the rooms themselves apparently it used to be a marriott some time ago  im guessing they decided to drop the brand rather than update to marriotts standards  the continental breakfast was a crime  for buffet style eggs from a bag no less sausage french toast and oily potato cubes they were trying to say were home fries is unconscionable passing on this gastronomic atrocity i decided to invest my money in an english muffin and two  oz yogurts only option is strawberry banana really  at least there was a pretty nice pool where we could oh closed for private party just as well  thankfully this was a business trip and the client is paying expenses otherwise i might have actually felt upset,"{'neg': 0.066, 'neu': 0.812, 'pos': 0.121, 'compound': 0.903}"
-1,waited for last hotel bus which scheduled before pm from conventional center to hotel from  to  pm no bus showed up i called front desk they told me be patient  i waited and called them again around pm they hang up my phone after i explained the purpose of the phone call i called them third time around pm no response  hope they will improve quality of their service,"{'neg': 0.091, 'neu': 0.87, 'pos': 0.039, 'compound': -0.4416}"
-1,perhaps it was an off night but we were really disappointed in our takeout my husbands pork fried rice was not fried ricestill dont know what it was his gen tsos chicken was flat and my cashew chicken was flavorless in the past it has been good food,"{'neg': 0.084, 'neu': 0.845, 'pos': 0.071, 'compound': -0.1875}"
1,i live about  minutes from belmont thus i do most of my shopping there as opposed to heading into the city itself and lets face it going down wilkinson toward uptown isnt exactly the best place to shop  i mix up my groceries between harris teeter walmart and bilo  this bilo in particular usually has a lot of helpful folks its very conveniently located and is open all the time  i prefer the deli here over walmart lets say and you can usually get a lot of items on sale that are cheaper than walmart as well  but not a lot of the stuff that isnt on sale  if you are looking for a grocery store in and around belmont this is probably the best place to go,"{'neg': 0.016, 'neu': 0.916, 'pos': 0.068, 'compound': 0.7944}"
-1,wanted something close and my husband suggested sub corral so we gave it another shot  i called in the order and the manboy that took the order was not friendly at all no thank you just a give me  minutes and hung up   the food was awful  i got the meatball sub and it was nasty unedible and the pizza was not good  i will never go again  i used to drive  minutes to get this pizza but now living in belmont i will not even drive  minutes for it  so dissapointing,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.7485}"
-1,get your wallet ready the prices are crazy high,"{'neg': 0.202, 'neu': 0.588, 'pos': 0.21, 'compound': 0.0258}"
-1,will never come here again  my cat has cancer and was experiencing some new symptoms that needed possible ultrasounds we came to this cvs location because it was after hours and the cvs i usually go to in matthews wasnt going to have the ultrasound tech as soon as needed so we drove  minutes in the opposite direction to this location in huntersville  when we walked in around pm on a friday the place was packed to the brim all the exam rooms were full and there were about  people in the lobby okay so maybe that night we just had bad luck  no our greeting at the front desk was awful the secretary didnt even make eye contact with us and acted like we were inconveniencing her she was appalling and rude   we were told we would have to wait at least an hour because they were overly busy which we understood after a couple hours we asked if we could just check our sick kitty into the icu for the night and leave because we knew she needed overnight supervision  well the secretary didnt even come relay the no response to us  luckily not all of the staff were as dreadful as the secretary but we ended up waiting over  hours until am only to be told that they were admitting her into the icu overnight and running tests exactly as we requested before i know the protocol was to have the doctor chat a moment in person before we left but we felt that common sense wasnt being put to use at this facility,"{'neg': 0.074, 'neu': 0.891, 'pos': 0.035, 'compound': -0.829}"
1,great place good pizza that tastes great and is very authentic we had a mushroom and sausage and we were very impressed you wont be disappointed,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.952}"
1,had a rare only person in the house night so i decided to treat myself     i have passed by the panda for years and have always wanted to stop by but my wife is very picky about chinese food   with only me i had the perfect opportunity  i stopped in on the way home on tuesday july rd to order and go   entered and found really nothing to write home about the interior decor  but i am of the mindset that if the decor is not great the food usually is  long experiences with mexican restaurants in the west  there were several people in the front area either waiting for their food or waiting to order  but nobody sitting down  it was early in the evening though  i love general tsos chicken and most of the time it is not that spicy to appeal to a wider audience   i ordered the dinner special which came with fried rice and an egg roll   i could see thru to the kitchen behind the counter and was able to watch as my food was prepared  it came quickly and i took it home  as i was leaving there were more people coming in  i got home and grabbed a beer and got into my order  and the general tsos was spicy  the way it should be  it was a generous portion and the fried rice was flavorful  the egg roll well it was an egg roll but i love egg rolls as well  be mindful this was just a review of one dish  i do have to go back and try more,"{'neg': 0.028, 'neu': 0.847, 'pos': 0.125, 'compound': 0.9855}"
-1,worst service in the area by far   once we were seated it took the waitress  minutes to make her way to our table to take our drink order  we finally decided to settle up  minutes after placing our order   the food never made it to our table   i have eaten at this restaurant before and  the service wasnt so bad   the food is generally pretty good  if you want to order chicken definitely get it shredded,"{'neg': 0.047, 'neu': 0.797, 'pos': 0.156, 'compound': 0.8217}"
1,having been in charlotte only a year id despaired of finding good german cuisine in the qc  turns out you have to go to pineville  also turns out its well worth the drive  the waldhorn is a little kitschy but appropriately so  their tap selection is wellchosen and good  the rolls are pretzely and fantastic  the sauerkraut is sauer enough though they do the sweet carawayseed version  the wurst is the best in charlotte  please dont kill me  we started with the wurst plate served with mustard sauerkraut and rolls  there was plenty and i shouldve stopped there but i hadnt had good german food in a while and was in a celebratory mood  i had the jagerschnitzel  it was made entirely of food  pork was thin crispy and delicious  red cabbage was firm and sweet  spuetzle needed salt but it usually does  heated up well the next day alsothere was a lot of it  she had the venison  sweet lord  that is all  an older gentleman in liederhosen and wielding an accordion played throughout the place but never so loud as to be distracting  i like the accordion though so your mileage may vary  it is a little pricier than i wouldve liked but i dont think that is going to stop me from going back  regularly,"{'neg': 0.05, 'neu': 0.736, 'pos': 0.214, 'compound': 0.9931}"
1,fabulous place   went during queens feast restaurant week and it was very organized and accommodating  food and staff could not be better definitely will come back,"{'neg': 0.15, 'neu': 0.74, 'pos': 0.109, 'compound': -0.068}"
-1,we went to the red lobster at carolina place this past weekend the quantity of the food was grea,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,great customer service  convenient location  large assortment of games which is appreciated but the prices are a bit high minus the prices i dig it,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5719}"
-1,the entrance is hard to findidentify the exit says sears but the entrance has a door that says avisbudget  you have to wait in line to bring your car in for service instead of parking in the lot and going into the shop with your keys  waiting in line took roughly  minutes on a tuesday about  noon    i brought my car in for a simple oil change it took almost  hours  granted when they told me it was done there were several things that diego had found that i could fix in my car the list of repairs totaled over   i didnt bring the car in for an inspection just an oil change thats all i wanted could have saved time elsewhere  it was about  for a high mileage oil change including tax and with a discount coupon  they assured me that the fluids windshield washer power steering etc would be topped of,"{'neg': 0.008, 'neu': 0.936, 'pos': 0.057, 'compound': 0.8331}"
1,my wife and i came in last week to get ourselves a new mattress  our salesman antwan was interested in helping us get the right bed not the most expensive one  we ended up purchasing one had it delivered and put into place the next day  been sleeping great since then  recommend checking them out when your in the market for a new mattress,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.8885}"
-1,food was ok it wasnt bad just nothing great its like the place tries too hard they walk you in through the kitchen cute but gimmicky the place is overfilled with photos and artwork they are nice photos but its distracting almost on purpose as if the food is not the real star of the show it shows in the flavors the service is great but again just too over the top with a way too long intro about every single portion of he menu my server lost me towards the end he was very attentive at first with his long spiel but then we barely saw him all in all it was ok more focus on food and flavors and less on cliche its a standard italian restaurant for a standard meal nothing to remember,"{'neg': 0.069, 'neu': 0.802, 'pos': 0.129, 'compound': 0.8813}"
-1,i have been a long time fan but after having a issue with an item i purchased online this christmas i will not be shopping here again i tried to take a item back with the packing slip that came on the item the associate told me i was unable to do the return with the packing slip but she could do it if i had the email confirmation i didnt have it on my phone so i went i found the email sent it back to my phone and tried the return again todays associate told me i could not do the return with the confirmation email but needed the packing slip which i could not find at the time i asked to speak with the manager on duty which the associate called valencia the manager on duty would not come up to speak with me but told the associate that they couldnt do the return i still have this  worth of stuff i dont need i would not recommend anyone from purchasing from kmart,"{'neg': 0.015, 'neu': 0.961, 'pos': 0.024, 'compound': 0.1711}"
-1,bought an item from there didnt notice it was an open item until i checked out took it back  days later because one of the buttons didnt work and they refuse to take it back claiming i dropped and damaged it i never dropped it i brought it back to them in the same condition they sold it to me as  then the manager told me we would not have sold one in the condition but they sure sold it to me buyer beware,"{'neg': 0.041, 'neu': 0.926, 'pos': 0.034, 'compound': 0.1027}"
-1,this is probably one of the worst olive garden i have been to i am a frequent diner at olive garden but had my first experience with this particular one last week my server was horrific being a previous server myself i can understand the pressures and stress on a busy night however this server was completely inattentive and was rushing my friend and i the entire time our salads came not even five minutes before our food was sent out i am completely disappointed i dont recommend this location to anyone,"{'neg': 0.202, 'neu': 0.76, 'pos': 0.038, 'compound': -0.9599}"
1,great service  very quick definitely use the coupons  and the evaluation was honest and fair  and no pressure is applied  i would go back again,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.9269}"
1,arrived around midnight and the front desk was ready for us check in was quick and we were able to turn in the room was clean bed comfy the desk was hugebut the bathroom was small breakfast in the morning was very convenient several choices and the coffee hit the spot,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.6369}"
-1,stay away from this aamco they have the worst customer service ever  we purchased a groupon to have our tires rotated and a fuel injection service performed made an appointment and showed up  minutes early only to be informed that they were an hour behind i even called before i went there to see if maybe there was a cancellation so maybe i cold get in and out earlier the person who answered the phone tasha didnt say anything about them being behind had she said so i would have waited  minutes before going there turns out i sat there for almost  hours not good then when it was time for me to check out she tried to charge me   for shop materials well i happen to have worked in a shop and a couple of shop towels doesnt cost  so i picked up my car keys and left next i will be contacting groupon about this shady business,"{'neg': 0.038, 'neu': 0.949, 'pos': 0.013, 'compound': -0.63}"
1,for an ihop the pineville location is as good as it gets  what do i mean for an ihop  its a fast food franchise whose claim to fame are their fast and fairly inexpensive breakfasts  frame your expectations accordingly and you wont be disappointed  were especially fond of the night crew spring tracy and tiffany,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.8897}"
-1,on yelp a th review is a milestone  its a big deal and for those of us that have written hundreds of reviews its a place to talk about a business that has had an impact on our lives  fairpoint communications is such a business  fairpoint took over verizons local phone service in this area recently and this is a review of their ability to deliver  in a nutshell it has been a disaster  fairpoint took over my land line at home and billing was screwed up  they got the new business when my office moved to portsmouth  one day the landlines stopped working and our customers got a message that the number was no longer in service  when that was fixed the lines didnt roll over properly  the billing was never correct  the internet connection required rebooting the dsl modem up to  times a day  calls about all of these issues rarely went well  people were apologetic but problems remained  calling about the same problem twice usually resulted in two different answers  two different people in my office were reduced to tears  most people and companies i know with fairpoint in new hampshire and maine are having similar troubles  my company switched carriers recently  fairpoint managed to delay the switchover but it ultimately happened  someone from the new company was in our office for a few hours and since then everything has worked perfectly  to fairpoints management i can only say that you bit off more than you could chew  whoever made this decision was either given bad information or they just didnt care  i hope you are fined out of existence  to new hampshires public utility commission i have to say that i have no idea what you do  i should review you separately  i dont generally give out onestar reviews  this is my th review and only my th onestar review  im not giving details because all of the billing issues arent resolved but i will say that if anyone is looking for a phone company in northern new england fairpoint is not the company you want to go with,"{'neg': 0.114, 'neu': 0.86, 'pos': 0.026, 'compound': -0.9847}"
-1,friendly staff and all but the bathroom was rundown and the wife lifted the slip around the mattress and the mattress was streaked skanky and old  i had two girls with me and so we needed extra towels but the housekeeper in the hall told me i need a towel from you to give you a towel but anyway we dont have any extra so i cant help you so i walked down to the fitness center and grabbed two towels and the housekeeper looked at me and i looked back at her and i just squeezed by lol  funny another reviewer mentioned a flying beetle in the room we had one of those too i got rid of it myself though lol  also they have the bistro setup i just dont like those at all to get coffee you have to buy it from the bistro instead of the free coffee setup courtyard used to have   for those of us that are marriottloyal i think the fairfield inns are better value they are just as comfortable the beds and pillows are just as good which is really all we care about breakfast is free and they tend to be newer,"{'neg': 0.025, 'neu': 0.79, 'pos': 0.185, 'compound': 0.9904}"
-1,ill start my review by stating that ive been working in the food industry for  years now all fine dining  i know what works and what doesnt and what i should expect when eatting at places with that being said  my wife and dined here and i was very disappionted with the over all experiance  i think the thing that bothered me the most was the wine manager after saying that we would be hving a  course dinner and would not be pairing it with the wine but would be ordering individual glasses of wine and cocktails he just lost all interest in providing an enjoyable experiance  after ordering our first drinks and finishing it a manhattan for myself and champagne for her i was asked if we would like another drin,"{'neg': 0.045, 'neu': 0.85, 'pos': 0.105, 'compound': 0.8689}"
1,i love al mikes the restaurant is hidden in the beautiful first ward neighborhood theyve got great food a good beer list and a very chill atmosphere i typically get the blue cheese burger while my boyfriend loves to get the london broil sandwich or the pita chicken wrap with honey mustard the fries and onion rings are delicious too plus its nonsmoking which i love i just wish it stayed open later,"{'neg': 0.035, 'neu': 0.661, 'pos': 0.304, 'compound': 0.9799}"
1,this was bar food heaven looks like a regular neighborhood bar on the outside and inside we stopped by around  and there was about a  minute wait for a table the places looks like it only fits about  people max   waiting for a table we sat at the bar and i noticed they had a great beer selection on tap and im not talking anhueser busch bs lots of craft beers and a good amount of local brews i tried a few high abv brews that were really good and put my head in another world i had been in town for about  hours by this time im really liking charlotte for dinner i tried something called what it is its a cajun pasta dish being cajun i was hesitant to try cajun food so far away from the deep south but they came though i considered licking the plate i was actually sopping up the sauce with bread like i usually only do at home i was thoroughly impressed,"{'neg': 0.016, 'neu': 0.864, 'pos': 0.12, 'compound': 0.9526}"
1,in  reviews no one has given this place below  stars  that should tell you all you need to know  consistently good bar food in a quiet publike environment service is always consistent too  nothing fancy  but thats perfect for me  go for the london broil sammy at lunch  reasonably priced and delicious  if i had a magic wand and could change a few things about this restaurant id focus on parking and adding more tables  street parking in a quiet neighborhood can be limited  ive been here a handful of times when there has been a line out the door with people waiting for a table  both faults however are incredibly hard to control,"{'neg': 0.078, 'neu': 0.828, 'pos': 0.093, 'compound': 0.6008}"
1,run to alexander michaels this christmas season for dinner or drinks  you will thank me     tucked away in th ward which in and of itself is reason enough to head to am it is quaint and right now decorated with lovely garlands and greenery and twinkling lights i love twinkly things  it truly looks out of a movie  and the houses around it are also decorated so sweetly  a little bit magical    i was a th ward resident and kinda lived at am for a few years and had not been in awhile  we went  last night to meet friends for drinks and dinner before heading to one of my alltime favorite venues the fillmore but i digress  great beer selection  we all had different meals nachos are delish salsa not so much my hubs said the burger was good fried pickles yum veggie pita was great but you have to get the what it is  what it is sustained me for years  im veggie now so no chicken for me but it was good all those nights  while the food is not star worthy the atmosphere the bar the beer selection the people and the staff make this a star establishment for sure,"{'neg': 0.048, 'neu': 0.795, 'pos': 0.156, 'compound': 0.9741}"
1,great place tucked away in th ward youd never know it was there only caveat is that parking is nearimpossible strict street parking rules make it tough to come here if youre driving   london broil sandwhich was clutch good ambiance as well   hope to return soon,"{'neg': 0.028, 'neu': 0.752, 'pos': 0.22, 'compound': 0.8885}"
1,had a great time at al miikes this week the food was greatl the locals and the staff or great for company the bartender suggested todays special meatloaf mash and gravy awesome comfort food to go along with the warm welcoming locally owned and managed bar and restaurant if you havent been to al mikes you are truly missing out on an amazing all around warm neighborhood tavern experience charlottes version of cheers where you can feel like everybody knows your name,"{'neg': 0.02, 'neu': 0.641, 'pos': 0.339, 'compound': 0.9865}"
-1,i havent been to this place  in a very long time years ago this was a regular spot i remembered the room was dark food was good and the infamous pole in the ladys room so on a recent cold winter night while melissa  i were trying to figure out where to eat knowing this is her regular spot i said alexander michaels  parking is always a challenge luckily we got a spot down the road off the side street however the darkness is a little creepy i feel like i need a buddy system to park there find a friend hold hands and walk together like we were in grade school  the embiance was perfect for a cold night with the lit candles and closely spaced seatings we got a table very quickly but thats as much service as we got that night there wasnt any incident the waitress wasnt rude but she just wasnt there for a small place like this it should be pretty easy to take good care of every table    the food was ok as well i ordered the london broil sandwich with the soup as side i forgot the crab soup was made with fake crab which i think should be illegal to be called crab my sandwich had enough meat on it that i pretty much just ate all the meat which was average tender enough not too much taste to it  i guess for  i couldnt complain years later i felt that their menu was limited a little overpriced and seems to be lacking a spark in general with food and service  i will give it a nd chance and visit again maybe not anytime soon,"{'neg': 0.04, 'neu': 0.801, 'pos': 0.16, 'compound': 0.9875}"
1,from the outside you see a quiet street with some couples strolling along handinhand  as you get closer to the front door you hear a bit of a buzz  is that a bar  whats going on in there  once the door is open you are hit with a wave of laughter glasses clinking and the sound of people talking  i think this is going to work out just fine  the great  the bartenderhostservermanagerbusboy  this guy was friendly funny and helpful  quick to smile and full of insight he is awesome   a great selection of local beers   cool location and extremely cozy inside  the average o  the only food we ordered was a crab soup  which was completely average  with that said this place would be my local watering hole if i lived in the th ward  well done,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.985}"
1,might not be the easiest location to visit or see but its a good option because of the people that work here  tucked away across a parking lot and underneath an overhand is this showmars location but there are a lot of regulars that frequent this place  the servers and folks running the register are super nice and they recognize you call you by name and ask how your work day is going  i take my lunch around pm so way after the lunch rush but i can imagine this place being super busy  there are a lot of tables and booths to sit at and the food comes out fast  with daily specials  super affordable and predictable you can have you food in front of you pretty quickly  especially if you are trying to do a quick lunch  now this place is pretty practical if you work uptown and can walk here for lunch  probably not a place to drive to since you would have to pay for parking somewhere even if you park on the street at a metered spot,"{'neg': 0.016, 'neu': 0.83, 'pos': 0.154, 'compound': 0.9872}"
1,this is a beautiful museum  the space is used well  like a maze though an easy maze as you wind through the exhibits  the cotton gin was my favorite part of the museum the barbers chairs are cool too  there is a small theater also which plays an introduction to the exhibit,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.9493}"
1,interesting museum in uptown from california so it is always interesting to learn about the history of the south great family location for an outing to make the day also educational brought my daughter who enjoyed the interaction displays that made the experience more fun,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9468}"
-1,for the price i was incredibly disappointed my steak medium rare was totally over cooked our waitress forgot to place one of our side dishes so it came out when we were nearly done our waitress didnt offer any type of modifications for one of our gluten free diners and completely forgot the extra plates we asked for   the only shining items from our meal were the mashed potatoes and wine,"{'neg': 0.045, 'neu': 0.912, 'pos': 0.044, 'compound': -0.024}"
