usage/text_units,usage/text_characters,usage/features,sentiment/document/score,sentiment/document/label,language
1,351,1,0.544167,positive,en
1,104,1,-0.601514,negative,en
1,91,1,-0.808208,negative,en
1,174,1,0.814826,positive,en
1,217,1,0.765635,positive,en
1,224,1,0.620799,positive,en
1,261,1,0.595145,positive,en
1,129,1,0.844992,positive,en
1,114,1,0.780424,positive,en
1,153,1,0.870549,positive,en
1,332,1,-0.695714,negative,en
1,165,1,-0.633044,negative,en
1,461,1,0.727004,positive,en
1,246,1,0.715101,positive,en
1,279,1,-0.378853,negative,en
1,146,1,-0.536329,negative,en
1,625,1,-0.354096,negative,en
1,212,1,0.847987,positive,en
1,646,1,-0.886795,negative,en
1,454,1,-0.63698,negative,en
1,204,1,-0.598406,negative,en
1,175,1,0.710161,positive,en
1,840,1,-0.807311,negative,en
1,89,1,0.983101,positive,en
1,337,1,-0.477703,negative,en
1,165,1,0.916527,positive,en
1,107,1,0.968944,positive,en
1,207,1,-0.413115,negative,en
1,895,1,0.611126,positive,en
1,579,1,0.723524,positive,en
1,774,1,0.319339,positive,en
1,522,1,-0.999927,negative,en
1,617,1,0.678296,positive,en
1,502,1,-0.94141,negative,en
1,923,1,-0.947355,negative,en
1,362,1,-0.650265,negative,en
1,433,1,-0.363542,negative,en
1,848,1,-0.607532,negative,en
1,845,1,-0.897923,negative,en
1,415,1,-0.575859,negative,en
1,840,1,-0.901611,negative,en
1,97,1,-0.983106,negative,en
1,249,1,-0.951083,negative,en
1,378,1,0.450779,positive,en
1,228,1,-0.721423,negative,en
1,715,1,0.433854,positive,en
1,435,1,-0.591895,negative,en
1,131,1,0.704489,positive,en
1,143,1,0.484819,positive,en
1,284,1,0.72424,positive,en
1,576,1,-0.510095,negative,en
1,91,1,0.713434,positive,en
1,121,1,0.833495,positive,en
1,268,1,0.470119,positive,en
1,557,1,0,neutral,en
1,878,1,0.715249,positive,en
1,510,1,-0.887958,negative,en
1,488,1,-0.766519,negative,en
1,214,1,-0.995164,negative,en
1,156,1,0.979063,positive,en
1,364,1,0.958515,positive,en
1,408,1,-0.64203,negative,en
1,482,1,0.984702,positive,es
1,114,1,-0.894895,negative,en
1,405,1,0.468619,positive,en
1,948,1,-0.444756,negative,en
1,267,1,0.520546,positive,en
1,172,1,0.976568,positive,en
1,595,1,-0.662115,negative,en
1,273,1,0.910045,positive,en
1,412,1,0.820797,positive,en
1,483,1,0.475502,positive,en
1,349,1,-0.544219,negative,en
1,367,1,0.774332,positive,en
1,705,1,0.71335,positive,en
1,437,1,0.522721,positive,en
1,211,1,0.80067,positive,en
1,143,1,-0.891625,negative,en
1,200,1,-0.654723,negative,en
1,469,1,-0.993491,negative,en
1,301,1,0.348727,positive,en
1,628,1,0.334347,positive,en
1,537,1,-0.94515,negative,en
1,406,1,0.438621,positive,en
1,290,1,-0.965743,negative,en
1,144,1,0.874271,positive,en
1,184,1,-0.761976,negative,en
1,596,1,-0.913112,negative,en
1,295,1,0.992616,positive,en
1,196,1,0.9982,positive,en
1,543,1,0.679025,positive,en
1,446,1,-0.338912,negative,en
1,746,1,-0.397578,negative,en
1,235,1,-0.750319,negative,en
1,588,1,-0.993618,negative,en
1,145,1,0.981922,positive,en
1,622,1,0.42674,positive,en
1,162,1,0.886467,positive,en
1,292,1,-0.97005,negative,en
1,139,1,0.726896,positive,en
1,641,1,0.503221,positive,en
1,620,1,0.641487,positive,en
1,619,1,0.879385,positive,en
1,148,1,0.944151,positive,en
1,167,1,0.899975,positive,en
1,303,1,-0.648722,negative,en
1,295,1,0.527128,positive,en
1,325,1,0.979227,positive,en
1,338,1,-0.858555,negative,en
1,237,1,0.950218,positive,en
1,688,1,-0.724977,negative,en
1,642,1,-0.941279,negative,en
1,251,1,0.702425,positive,en
1,407,1,-0.850868,negative,en
1,389,1,-0.44666,negative,en
1,844,1,0.98783,positive,en
1,277,1,0.472631,positive,en
1,511,1,0.974136,positive,en
1,331,1,-0.951073,negative,en
1,376,1,0.685606,positive,en
1,333,1,-0.764845,negative,en
1,124,1,-0.466748,negative,en
1,168,1,-0.91449,negative,en
1,405,1,-0.93233,negative,en
1,286,1,-0.343084,negative,en
1,178,1,-0.959888,negative,en
1,294,1,-0.550415,negative,en
1,247,1,0.979059,positive,en
1,219,1,-0.657719,negative,en
1,138,1,0.995977,positive,en
1,566,1,-0.898757,negative,en
1,494,1,-0.751733,negative,en
1,168,1,0.999567,positive,en
1,186,1,-0.853239,negative,en
1,378,1,-0.706034,negative,en
1,358,1,-0.449787,negative,en
1,308,1,-0.342501,negative,en
1,854,1,-0.671427,negative,en
1,208,1,-0.766829,negative,en
1,247,1,0.993554,positive,en
1,272,1,0.893087,positive,en
1,453,1,0.977097,positive,en
1,510,1,-0.803055,negative,en
1,255,1,0.975978,positive,en
1,579,1,0.980342,positive,en
1,114,1,-0.855874,negative,en
1,919,1,0.476192,positive,en
1,368,1,-0.777172,negative,en
1,243,1,0.288018,positive,en
1,22,1,0.894578,positive,en
1,550,1,0.77524,positive,en
1,455,1,-0.93016,negative,en
1,191,1,-0.907526,negative,en
1,345,1,-0.967979,negative,en
1,467,1,0.729548,positive,en
1,128,1,0.951362,positive,en
1,219,1,0.959778,positive,en
