Polarity,Review,Polarity_result,Positive_result,Negative_result
-1,everything was gross,neg,0.4466777981849613,0.5533222018150383
1,i love this place,pos,0.5826304277770807,0.4173695722229193
1,great service and food,pos,0.6000217168740115,0.399978283125989
-1,first  the bathrooms at this location were dirty seat covers were not replenished  just plain yucky,pos,0.795870230584184,0.204129769415818
-1,the burger i got the gold standard a  burger and was kind of disappointed,neg,0.48496083087991215,0.515039169120089
1,omg the food was delicioso,neg,0.49156589202177425,0.5084341079782254
-1,there is nothing authentic about this place,pos,0.6598060885503966,0.3401939114496037
-1,the spaghetti is nothing special whatsoever,neg,0.044513437257411775,0.9554865627425876
1,of all the dishes the salmon was the best but all were great,pos,0.9021126827112429,0.09788731728875658
1,the vegetables are so fresh and the sauce feels like authentic thai,pos,0.9704021024456471,0.02959789755435023
1,its worth driving up from tucson,pos,0.5763552142967487,0.4236447857032508
-1,the selection was probably the worst ive seen in vegasthere was none,neg,0.14521796324152306,0.8547820367584767
1,pretty good beer selection too,neg,0.46453156159120823,0.5354684384087915
1,this place is like chipotle but better,neg,0.4748791672411027,0.5251208327588971
1,classywarm atmosphere fun and fresh appetizers succulent steaks baseball steak,pos,0.9219871374936959,0.07801286250630186
1, stars for the brick oven bread app,pos,0.6759048127954745,0.32409518720452474
1,i have eaten here multiple times and each time the food was delicious,pos,0.7448767089650092,0.2551232910349918
-1,we sat another ten minutes and finally gave up and left,neg,0.1354896394798864,0.8645103605201135
-1,he was terrible,neg,0.22558071962420703,0.7744192803757929
1,everyone is treated equally special,pos,0.7247678547594717,0.2752321452405279
-1,it shouldnt take  min for pancakes and eggs,neg,0.37972939057049454,0.6202706094295043
1,it was delicious,pos,0.6926543791201399,0.30734562087985995
1,on the good side the staff was genuinely pleasant and enthusiastic  a real treat,pos,0.9289966548491183,0.07100334515088084
-1,sadly gordon ramseys steak is a place we shall sharply avoid during our next trip to vegas,pos,0.7402011327308237,0.25979886726917445
1,as always the evening was wonderful and the food delicious,pos,0.9046922567583779,0.09530774324162157
1,best fish ive ever had in my life,pos,0.6468422808036983,0.35315771919630223
1,the bathroom is just next door and very nice,neg,0.44146022601355184,0.5585397739864482
-1,the buffet is small and all the food they offered was bland,neg,0.17644964190108572,0.8235503580989151
1,this is an outstanding little restaurant with some of the best food i have ever tasted,pos,0.9630340760497158,0.03696592395028388
1,pretty cool i would say,neg,0.3580047580252778,0.6419952419747222
-1,definitely a turn off for me  i doubt ill be back unless someone else is buying,pos,0.5239603431583759,0.47603965684162225
1,server did a great job handling our large rowdy table,pos,0.7546689495132134,0.2453310504867843
-1,i find wasting food to be despicable but this just wasnt food,neg,0.0608790726456233,0.9391209273543762
-1,my wife had the lobster bisque soup which was lukewarm,neg,0.40513831375327947,0.5948616862467202
1,would come back again if i had a sushi craving while in vegas,neg,0.44560831713307586,0.5543916828669242
1,the staff are great the ambiance is great,pos,0.9334798396214218,0.06652016037857911
1,he deserves  stars,pos,0.7246741585262986,0.2753258414737013
-1,i left with a stomach ache and felt sick the rest of the day,pos,0.7594308080967855,0.24056919190321338
-1,they dropped more than the ball,neg,0.4009711927947196,0.5990288072052803
1,the dining space is tiny but elegantly decorated and comfortable,pos,0.9379509957188985,0.06204900428110035
1,they will customize your order any way youd like my usual is eggplant with green bean stir fry love it,pos,0.7809870120372668,0.21901298796273289
-1,and the beans and rice were mediocre at best,neg,0.36821975503064,0.6317802449693608
1,best tacos in town by far,pos,0.6924365610209827,0.3075634389790176
-1,i took back my money and got outta there,neg,0.4397844827623105,0.56021551723769
1,in an interesting part of town this place is amazing,pos,0.760578707853408,0.23942129214659139
-1,rude  inconsiderate management,pos,0.9166666666666673,0.08333333333333344
-1,the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first  minutes,pos,0.5086788776719696,0.4913211223280321
-1,i wont be back,pos,0.5211748633879781,0.47882513661202125
1,they have great dinners,pos,0.6712421596765882,0.32875784032341115
1,the service was outshining  i definitely recommend the halibut,neg,0.4135184988461094,0.5864815011538899
-1,the food was terrible,neg,0.22575546163534208,0.7742445383646578
-1,will never ever go back and have told many people what had happened,pos,0.7500366281642616,0.24996337183573822
-1,i dont recommend unless your car breaks down in front of it and you are starving,neg,0.1295408645105616,0.8704591354894381
1,i will come back here every time im in vegas,neg,0.4325326235499226,0.5674673764500772
-1,this place deserves one star and  has to do with the food,pos,0.7771373875839444,0.22286261241605518
-1,this is a disgrace,pos,0.6964455728340211,0.30355442716597936
1,def coming back to bowl next time,neg,0.18895668926970832,0.8110433107302922
1,if you want healthy authentic or ethic food try this place,pos,0.8478136013588535,0.15218639864114666
1,i will continue to come here on ladies night andddd date night  highly recommend this place to anyone who is in the area,pos,0.813559956906362,0.18644004309363602
1,i have been here several times in the past and the experience has always been great,pos,0.8208585428476812,0.17914145715231863
1,we walked away stuffed and happy about our first vegas buffet experience,neg,0.44243137116793346,0.5575686288320645
1,service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria,pos,0.993097156416984,0.006902843583012988
1,to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,pos,0.9893999654809654,0.010600034519036449
-1,im probably one of the few people to ever go to ians and not like it,pos,0.813358453042876,0.18664154695712518
1,kids pizza is always a hit too with lots of great side dish options for the kiddos,pos,0.7705548183266462,0.22944518167335293
1,service is perfect and the family atmosphere is nice to see,pos,0.9004712166531528,0.09952878334684731
1,cooked to perfection and the service was impeccable,pos,0.5680133982594717,0.4319866017405289
-1,this one is simply a disappointment,neg,0.34248637029466905,0.6575136297053308
-1,overall i was very disappointed with the quality of food at bouchon,pos,0.8189344291475307,0.1810655708524686
-1,i dont have to be an accountant to know im getting screwed,neg,0.13971008825662729,0.8602899117433728
1,great place to eat reminds me of the little mom and pop shops in the san francisco bay area,pos,0.9757533739868385,0.024246626013160476
1,today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible,pos,0.7296924931339537,0.27030750686604804
-1,left very frustrated,pos,0.639009663949087,0.3609903360509125
1,ill definitely be in soon again,pos,0.5617948771793351,0.4382051228206642
1,food was really good and i got full petty fast,pos,0.5400836406272483,0.45991635937275244
1,service was fantastic,pos,0.7971922641601084,0.20280773583989212
-1,total waste of time,neg,0.1086677446980982,0.8913322553019012
1,i dont know what kind it is but they have the best iced tea,neg,0.16636437352097325,0.8336356264790271
1,come hungry leave happy and stuffed,pos,0.6190718248945171,0.3809281751054829
-1,for service i give them no stars,neg,0.44791393960993114,0.552086060390069
1,i can assure you that you wont be disappointed,pos,0.8238144999532829,0.1761855000467172
-1,i can take a little bad service but the food sucks,neg,0.04973401167206762,0.9502659883279334
-1,gave up trying to eat any of the crust teeth still sore,neg,0.4391237602777259,0.5608762397222745
-1,but now i was completely grossed out,neg,0.3830275022581503,0.61697249774185
1,i really enjoyed eating here,pos,0.5797725383182384,0.42022746168176184
1,first time going but i think i will quickly become a regular,pos,0.5735484938240666,0.426451506175933
1,our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end,pos,0.8566867620662589,0.14331323793373935
1,from what my dinner companions told meeverything was very fresh with nice texture and taste,pos,0.8531628749774978,0.14683712502250434
-1,on the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop,pos,0.6899912323651105,0.3100087676348884
-1,furthermore you cant even find hours of operation on the website,neg,0.21922572923036257,0.7807742707696357
-1,weve tried to like this place but after  times i think were done with them,pos,0.5211251438540964,0.47887485614590414
-1,what a mistake that was,neg,0.4256550514677568,0.5743449485322434
1,no complaints,pos,0.8055555555555556,0.19444444444444453
1,this is some seriously good pizza and im an expertconnisseur on the topic,neg,0.4933322808797571,0.5066677191202422
-1,waiter was a jerk,pos,0.7473191633192703,0.25268083668072966
-1,strike  who wants to be rushed,pos,0.719816056691556,0.28018394330844393
1,these are the nicest restaurant owners ive ever come across,pos,0.7839503165732135,0.21604968342678763
-1,i never come again,pos,0.5108811182190105,0.48911888178098967
1,we loved the biscuits,pos,0.6613351182309516,0.33866488176904813
1,service is quick and friendly,pos,0.558636959981885,0.4413630400181144
-1,ordered an appetizer and took  minutes and then the pizza another  minutes,pos,0.8846335206737508,0.11536647932624725
1,so absolutley fantastic,pos,0.7957746478873239,0.204225352112676
-1,it was a huge awkward lb piece of cow that was ths gristle and fat,neg,0.28458805142992616,0.7154119485700728
1,definitely will come back here again,pos,0.6631512905932428,0.3368487094067573
1,i like steiners because its dark and it feels like a bar,pos,0.6059401945110626,0.39405980548893693
1,wow very spicy but delicious,pos,0.5105566378673029,0.4894433621326974
1,if youre not familiar check it out,neg,0.20172495758581238,0.7982750424141881
-1,ill take my business dinner dollars elsewhere,neg,0.3472402565671356,0.6527597434328652
1,id love to go back,pos,0.5650716147182023,0.43492838528179784
1,anyway this fs restaurant has a wonderful breakfastlunch,pos,0.6100706761547157,0.3899293238452839
-1,nothing special,neg,0.422894948616674,0.5771050513833261
1,each day of the week they have a different deal and its all so delicious,pos,0.8937876731245424,0.10621232687545848
1,not to mention the combination of pears almonds and bacon is a big winner,neg,0.4670953693366056,0.5329046306633923
-1,will not be back,pos,0.556651786125838,0.44334821387416207
-1,sauce was tasteless,pos,0.8581422254468445,0.1418577745531556
1,the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way,pos,0.7384931698688741,0.2615068301311259
1,my ribeye steak was cooked perfectly and had great mesquite flavor,pos,0.6595619146730184,0.3404380853269806
-1,i dont think well be going back anytime soon,neg,0.1893953223033326,0.8106046776966671
1,food was so gooodd,neg,0.49131596526386123,0.5086840347361391
-1,i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food,pos,0.6903821446691882,0.3096178553308112
-1,i was so insulted,neg,0.2435430463576159,0.7564569536423836
-1,the last  times i had lunch here has been bad,neg,0.20643973867243381,0.793560261327566
-1,the chicken wings contained the driest chicken meat i have ever eaten,pos,0.7636293794959409,0.23637062050405994
1,the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc,pos,0.7508332731359201,0.2491667268640806
1,nargile  i think you are great,pos,0.5558881748714275,0.4441118251285727
1,best tater tots in the southwest,neg,0.489163183890672,0.5108368161093279
1,we loved the place,pos,0.6990291024717704,0.3009708975282296
-1,definitely not worth the  i paid,pos,0.6827156729031084,0.31728432709689103
1,the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough,neg,0.10647650110655828,0.8935234988934416
1,im in az all the time and now have my new spot,pos,0.606497445346427,0.3935025546535734
-1,the manager was the worst,neg,0.20450040169687944,0.7954995983031203
1,the inside is really quite nice and very clean,pos,0.7738382906262006,0.22616170937379967
1,the food was outstanding and the prices were very reasonable,pos,0.9265017896368963,0.07349821036310279
-1,i dont think ill be running back to carlys anytime soon for food,neg,0.10063353209803788,0.8993664679019628
-1,this is was due to the fact that it took  minutes to be acknowledged then another  minutes to get our foodand they kept forgetting things,pos,0.5748390967944206,0.42516090320557726
1,love the margaritas too,pos,0.531814609696029,0.4681853903039708
1,this was my first and only vegas buffet and it did not disappoint,neg,0.4966715212552747,0.5033284787447251
1,very good though,pos,0.5851068240343074,0.4148931759656924
-1,the one down note is the ventilation could use some upgrading,pos,0.775075123437967,0.2249248765620326
1,great pork sandwich,neg,0.14701679171132528,0.8529832082886751
-1,dont waste your time here,neg,0.020641247437675612,0.979358752562325
-1,total letdown i would much rather just go to the camelback flower shop and cartel coffee,neg,0.4390055438070931,0.5609944561929074
-1,third the cheese on my friends burger was cold,neg,0.4899060677113126,0.5100939322886883
1,we enjoy their pizza and brunch,pos,0.7693136924262859,0.23068630757371347
1,the steaks are all well trimmed and also perfectly cooked,pos,0.9850606435023365,0.014939356497665143
1,we had a group of  when we claimed we would only have  and they handled us beautifully,pos,0.8313147029425022,0.16868529705749805
1,i loved it,pos,0.6611111111111112,0.33888888888888874
-1,we asked for the bill to leave without eating and they didnt bring that either,pos,0.6179009474846563,0.3820990525153438
1,this place is a jewel in las vegas and exactly what ive been hoping to find in nearly ten years living here,neg,0.08642294308966124,0.9135770569103381
-1,seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh,pos,0.706389107198728,0.29361089280127045
-1,the selection of food was not the best,pos,0.5998783685335045,0.4001216314664952
1,delicious and i will absolutely be back,pos,0.7368213466276478,0.26317865337235175
1,this isnt a small family restaurant this is a fine dining establishment,pos,0.7430564109458394,0.25694358905416154
1,they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle,neg,0.4093324324051775,0.5906675675948244
-1,i dont think i will be back for a very long time,neg,0.13515418188264014,0.8648458181173607
-1,it was attached to a gas station and that is rarely a good sign,pos,0.6783170224115566,0.32168297758844366
1,how awesome is that,pos,0.7037498370552021,0.2962501629447978
1,i will be back many times soon,pos,0.7043838591256931,0.29561614087430704
1,the menu had so much good stuff on it i could not decide,neg,0.34420183513672065,0.6557981648632784
-1,worse of all he humiliated his worker right in front of mebunch of horrible name callings,neg,0.3803355614187603,0.6196644385812392
1,conclusion very filling meals,pos,0.8612111321477924,0.13878886785220634
1,their daily specials are always a hit with my group,neg,0.38847950505900514,0.6115204949409953
-1,and then tragedy struck,pos,0.7831926044547965,0.21680739554520326
1,the pancake was also really good and pretty large at that,pos,0.5361542480591117,0.46384575194088784
1,this was my first crawfish experience and it was delicious,pos,0.7865474039030117,0.21345259609698866
1,their monster chicken fried steak and eggs is my all time favorite,pos,0.799034135926451,0.20096586407354827
1,waitress was sweet and funny,pos,0.6945016771733352,0.30549832282666495
1,i also had to taste my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,pos,0.9932688008054505,0.00673119919454818
-1,id rather eat airline food seriously,pos,0.6189505576975654,0.3810494423024344
1,cant say enough good things about this place,pos,0.5305758788111767,0.46942412118882404
1,the ambiance was incredible,pos,0.9026479087158973,0.097352091284102
1,the waitress and manager are so friendly,pos,0.7161037780369907,0.2838962219630088
-1,i would not recommend this place,pos,0.5469143441947113,0.4530856558052889
-1,overall i wasnt very impressed with noca,pos,0.7396417018223048,0.2603582981776951
-1,my gyro was basically lettuce only,pos,0.6576745012893069,0.34232549871069334
-1,terrible service,neg,0.23953862660944214,0.7604613733905574
-1,thoroughly disappointed,pos,0.5974264705882351,0.4025735294117644
1,i dont each much pasta but i love the homemade hand made pastas and thin pizzas here,neg,0.22551553992104303,0.7744844600789553
1,give it a try you will be happy you did,pos,0.5186803824235442,0.4813196175764559
1,by far the best cheesecurds we have ever had,pos,0.5795547560728497,0.4204452439271501
1,reasonably priced also,pos,0.6441619729030292,0.3558380270969709
1,everything was perfect the night we were in,pos,0.7320382139918182,0.2679617860081812
1,the food is very good for your typical bar food,pos,0.5947208873397051,0.4052791126602958
-1,it was a drive to get there,neg,0.3807059064864541,0.6192940935135456
1,at first glance it is a lovely bakery cafe  nice ambiance clean friendly staff,pos,0.9913441521314279,0.008655847868569344
-1,anyway i do not think i will go back there,neg,0.36417860280414716,0.6358213971958526
1,point your finger at any item on the menu order it and you wont be disappointed,neg,0.28697086374515374,0.7130291362548468
1,oh this is such a thing of beauty this restaurant,pos,0.6522794675976221,0.3477205324023774
1,if you havent gone here go now,neg,0.4380829245259272,0.5619170754740727
-1,a greasy unhealthy meal,neg,0.06882022471910114,0.9311797752808996
-1,first time there and might just be the last,neg,0.466332261870595,0.533667738129405
1,those burgers were amazing,pos,0.6240025529705543,0.37599744702944565
-1,similarly the delivery man did not say a word of apology when our food was  minutes late,neg,0.36378671092588055,0.6362132890741201
-1,and it was way to expensive,neg,0.45503297245129487,0.5449670275487051
1,be sure to order dessert even if you need to pack it togo  the tiramisu and cannoli are both to die for,pos,0.8224572317984997,0.1775427682015009
1,this was my first time and i cant wait until the next,neg,0.46979799482706497,0.5302020051729341
1,the bartender was also nice,neg,0.4390676933685887,0.5609323066314108
1,everything was good and tasty,pos,0.623220731109923,0.3767792688900768
1,this place is two thumbs upway up,neg,0.2820073190921665,0.7179926809078334
1,the best place in vegas for breakfast just check out a sat or sun,neg,0.09850992695226991,0.9014900730477319
1,if you love authentic mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place,pos,0.7697416703951477,0.23025832960485385
-1,terrible management,pos,0.5251256281407035,0.4748743718592966
1,an excellent new restaurant by an experienced frenchman,pos,0.60360429941701,0.3963957005829889
-1,if there were zero stars i would give it zero stars,neg,0.15818490481867276,0.8418150951813268
1,great steak great sides great wine amazing desserts,pos,0.9294069790726955,0.07059302092730269
-1,worst martini ever,neg,0.20852889851671322,0.7914711014832865
1,the steak and the shrimp are in my opinion the best entrees at gc,pos,0.7514674778622324,0.24853252213776694
1,i had the opportunity today to sample your amazing pizzas,neg,0.429145446295873,0.5708545537041274
-1,we waited for thirty minutes to be seated although there were  vacant tables and we were the only folks waiting,neg,0.0938505719003678,0.9061494280996332
1,the yellowtail carpaccio was melt in your mouth fresh,neg,0.4195410829080097,0.5804589170919895
-1,i wont try going back there even if its empty,neg,0.35929639720060214,0.6407036027993981
-1,no im going to eat the potato that i found some strangers hair in it,pos,0.8817922252818987,0.11820777471810208
1,just spicy enough perfect actually,pos,0.5711977573813475,0.4288022426186532
1,last night was my second time dining here and i was so happy i decided to go back,pos,0.6049359034357403,0.3950640965642608
-1,not even a hello we will be right with you,neg,0.44740319273248486,0.5525968072675151
-1,the desserts were a bit strange,pos,0.815541303848327,0.18445869615167326
1,my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service,pos,0.5693731679658358,0.4306268320341631
1,i really do recommend this place you can go wrong with this donut place,pos,0.829161330682862,0.1708386693171379
1,nice ambiance,pos,0.8575581395348841,0.1424418604651162
1,i would recommend saving room for this,neg,0.49758073742122644,0.5024192625787735
-1,i guess maybe we went on an off night but it was disgraceful,neg,0.07352117950380221,0.926478820496197
-1,however my recent experience at this particular location was not so good,pos,0.6379748932535404,0.36202510674645894
-1,i know this is not like the other restaurants at all something is very off here,pos,0.669521967237116,0.3304780327628837
-1,avoid this establishment,neg,0.3208938132142853,0.679106186785714
-1,i think this restaurant suffers from not trying hard enough,neg,0.29536621149088427,0.7046337885091166
1,all of the tapas dishes were delicious,pos,0.7943272802369999,0.20567271976299903
1,i heart this place,pos,0.6567209081371336,0.34327909186286637
-1,my salad had a bland vinegrette on the baby greens and hearts of palm,pos,0.8520520265694929,0.1479479734305085
-1,after two i felt disgusting,neg,0.4251589871061998,0.5748410128938007
1,a good time,pos,0.5137557002142132,0.48624429978578676
1,i believe that this place is a great stop for those with a huge belly and hankering for sushi,neg,0.219410280704001,0.7805897192959997
1,generous portions and great taste,pos,0.5764842593714355,0.42351574062856473
-1,i will never go back to this place and will never ever recommended this place to anyone,pos,0.7497619162787194,0.25023808372128137
-1,the servers went back and forth several times not even so much as an are you being helped,pos,0.6933085932620486,0.30669140673795275
1,food was delicious,pos,0.6926543791201399,0.30734562087985995
-1,an hour seriously,neg,0.33401123833258883,0.6659887616674111
-1,i consider this theft,neg,0.4408925439992593,0.559107456000741
-1,eew this location needs a complete overhaul,neg,0.15420244864541685,0.845797551354584
-1,we recently witnessed her poor quality of management towards other guests as well,pos,0.7625640405609762,0.2374359594390248
-1,waited and waited and waited,pos,0.5277777777777775,0.4722222222222222
1,he also came back to check on us regularly excellent service,pos,0.8224110528870793,0.17758894711292073
1,our server was super nice and checked on us many times,neg,0.4252573969719388,0.5747426030280607
-1,the pizza tasted old super chewy in not a good way,pos,0.7346500587637019,0.2653499412362987
-1,i swung in to give them a try but was deeply disappointed,pos,0.7710555286384072,0.22894447136159293
1,service was good and the company was better,pos,0.5004787547206181,0.499521245279381
1,the staff are also very friendly and efficient,pos,0.8610744065802882,0.1389255934197108
1,as for the service im a fan because its quick and youre being served by some nice folks,neg,0.20247118689846025,0.7975288131015384
-1,boy was that sucker dry,pos,0.5019055556870692,0.49809444431293187
-1,over rated,pos,0.5701345691556591,0.429865430844341
-1,if you look for authentic thai food go else where,pos,0.6535945076799322,0.3464054923200675
1,their steaks are  recommended,pos,0.8672413139569719,0.1327586860430281
-1,after i pulled up my car i waited for another  minutes before being acknowledged,pos,0.5448711898197154,0.4551288101802839
1,great food and great service in a clean and friendly setting,pos,0.7943040728015458,0.2056959271984552
1,all in all i can assure you ill be back,pos,0.6371829999581717,0.3628170000418284
-1,i hate those things as much as cheap quality black olives,neg,0.43783810172773063,0.5621618982722696
1,my breakfast was perpared great with a beautiful presentation of  giant slices of toast lightly dusted with powdered sugar,pos,0.8245216727740072,0.1754783272259911
-1,the kids play area is nasty,pos,0.625320483819768,0.3746795161802326
1,great place fo take out or eat in,pos,0.6710103354894359,0.32898966451056444
1,the waitress was friendly and happy to accomodate for veganveggie options,pos,0.6401354622299317,0.35986453777006816
1,omg i felt like i had never eaten thai food until this dish,pos,0.5624313004340585,0.43756869956594185
-1,it was extremely crumby and pretty tasteless,pos,0.5269127971237887,0.47308720287621087
-1,it was a pale color instead of nice and char and has no flavor,pos,0.686748424829501,0.31325157517049845
1,the croutons also taste homemade which is an extra plus,pos,0.8434665709382323,0.15653342906176873
-1,i got home to see the driest damn wings ever,pos,0.6832752521434338,0.3167247478565654
1,itll be a regular stop on my trips to phoenix,neg,0.35959271168274404,0.6404072883172552
1,i really enjoyed crema caf before they expanded i even told friends they had the best breakfast,pos,0.9868734989182614,0.013126501081736746
-1,not good for the money,neg,0.47209471695670785,0.5279052830432922
1,i miss it and wish they had one in philadelphia,neg,0.45140466830166015,0.5485953316983404
-1,we got sitting fairly fast but ended up waiting  minutes just to place our order another  minutes before the food arrived,neg,0.493225201814911,0.5067747981850868
1,they also have the best cheese crisp in town,pos,0.72185067851442,0.2781493214855807
1,good value great food great service,neg,0.4136401690497784,0.5863598309502219
1,couldnt ask for a more satisfying meal,pos,0.5863949008183635,0.41360509918163635
1,the food is good,pos,0.5044765237678622,0.4955234762321373
1,it was awesome,pos,0.7095598133357264,0.2904401866642738
-1,i just wanted to leave,pos,0.5313937343902195,0.46860626560978064
1,we made the drive all the way from north scottsdale and i was not one bit disappointed,pos,0.7465091525746134,0.2534908474253866
-1,i will not be eating there again,neg,0.45743580482578755,0.5425641951742126
-1,the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one,neg,0.15990168119564077,0.8400983188043583
-1,i checked out this place a couple years ago and was not impressed,neg,0.4558563522116187,0.5441436477883808
-1,the chicken i got was definitely reheated and was only ok the wedges were cold and soggy,pos,0.7120901135509086,0.28790988644909066
-1,sorry i will not be getting food from here anytime soon ,pos,0.5190608572146026,0.4809391427853964
1,an absolute must visit,pos,0.7077674841919931,0.29223251580800647
1,the cow tongue and cheek tacos are amazing,neg,0.39107573586996464,0.6089242641300352
-1,my friend did not like his bloody mary,pos,0.5498962155519234,0.45010378444807664
-1,despite how hard i rate businesses its actually rare for me to give a  star,pos,0.8480933344381995,0.15190666556179985
1,they really want to make your experience a good one,pos,0.6001595416373247,0.39984045836267507
-1,i will not return,pos,0.5486292282514571,0.45137077174854295
-1,i had the chicken pho and it tasted very bland,neg,0.351773302957037,0.6482266970429635
-1,very disappointing,neg,0.3816602039350854,0.6183397960649146
1,the grilled chicken was so tender and yellow from the saffron seasoning,neg,0.22716354243716996,0.7728364575628323
-1,a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait,neg,0.14414459492676127,0.8558554050732391
1,pretty awesome place,pos,0.6880166216680433,0.3119833783319571
1,ambience is perfect,neg,0.32589285714285693,0.6741071428571429
-1,best of luck to the rude and noncustomer service focused new management,pos,0.9698896859037288,0.03011031409626823
-1,any grandmother can make a roasted chicken better than this one,neg,0.47599794478300317,0.5240020552169973
-1,i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself,pos,0.720345349300132,0.27965465069986645
1,the staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby,pos,0.8051283405445767,0.1948716594554245
1,four stars for the food  the guy in the blue shirt for his great vibe  still letting us in to eat ,pos,0.9783388170476759,0.02166118295232324
1,the roast beef sandwich tasted really good,neg,0.19330150465521945,0.8066984953447818
-1,same evening him and i are both drastically sick,pos,0.5124161532070388,0.48758384679296135
1,highquality chicken on the chicken caesar salad,pos,0.7814208503858294,0.218579149614171
-1,ordered burger rare came in well done,pos,0.934282668357597,0.06571733164240184
1,we were promptly greeted and seated,neg,0.15406847487772352,0.8459315251222755
-1,tried to go here for lunch and it was a madhouse,neg,0.2461397600652312,0.7538602399347684
1,i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,neg,0.43941097619025954,0.5605890238097392
-1,after waiting an hour and being seated i was not in the greatest of moods,neg,0.3995698608156134,0.600430139184387
1,this is a good joint,neg,0.45834262668575454,0.5416573733142449
1,the macarons here are insanely good,neg,0.4212171517698163,0.5787828482301839
-1,im not eating here,neg,0.39902092913325765,0.6009790708667423
1,our waiter was very attentive friendly and informative,pos,0.9901043524044723,0.009895647595526965
-1,maybe if they werent cold they would have been somewhat edible,neg,0.4897959874505375,0.5102040125494628
-1,this place has a lot of promise but fails to deliver,neg,0.21623103095655782,0.7837689690434425
-1,very bad experience,neg,0.48015023152273706,0.5198497684772629
-1,what a mistake,neg,0.432918653158522,0.5670813468414779
-1,food was average at best,pos,0.6442482064669441,0.3557517935330555
1,great food,pos,0.5895415472779368,0.41045845272206305
-1,we wont be going back anytime soon,pos,0.6672587984939933,0.33274120150600744
-1,very very disappointed ordered the  big bay plater,pos,0.8966465818253755,0.10335341817462498
1,great place to relax and have an awesome burger and beer,pos,0.8685469150081109,0.13145308499189032
1,it is perfect for a sitdown family meal or get together with a few friends,pos,0.7577051273619122,0.24229487263808794
-1,not much flavor to them and very poorly constructed,neg,0.17621246428818588,0.8237875357118132
1,the patio seating was very comfortable,pos,0.59108156677113,0.4089184332288697
-1,the fried rice was dry as well,pos,0.7929428314133707,0.20705716858662954
1,hands down my favorite italian restaurant,pos,0.8203470728724873,0.1796529271275123
1,that just screams legit in my booksomethats also pretty rare here in vegas,pos,0.6637093954239751,0.3362906045760235
1,it was just not a fun experience,pos,0.6143121670341901,0.3856878329658098
1,the atmosphere was great with a lovely duo of violinists playing songs we requested,pos,0.7278122666617196,0.27218773333827956
1,i personally love the hummus pita baklava falafels and baba ganoush its amazing what they do with eggplant,pos,0.7401044713579445,0.25989552864205484
1,very convenient since we were staying at the mgm,neg,0.3312333743510218,0.6687666256489792
1,the owners are super friendly and the staff is courteous,pos,0.8940749294862166,0.10592507051378433
1,both great,pos,0.6900865822020044,0.3099134177979956
1,eclectic selection,pos,0.7032374100719432,0.2967625899280574
1,the sweet potato tots were good but the onion rings were perfection or as close as i have had,pos,0.9365865076367007,0.0634134923632988
1,the staff was very attentive,pos,0.9675796424931922,0.032420357506808155
1,and the chef was generous with his time even came around twice so we can take pictures with him,neg,0.322890886348568,0.6771091136514297
1,the owner used to work at nobu so this place is really similar for half the price,pos,0.6384377069337526,0.3615622930662468
-1,google mediocre and i imagine smashburger will pop up,neg,0.45416002381962106,0.545839976180379
-1,dont go here,neg,0.08537447008949595,0.9146255299105039
1,i promise they wont disappoint,neg,0.4603736627994579,0.5396263372005422
-1,as a sushi lover avoid this place by all means,pos,0.5965238586822967,0.4034761413177038
1,what a great double cheeseburger,pos,0.5387067807204902,0.4612932192795093
1,awesome service and food,pos,0.725412778176598,0.2745872218234028
1,a fantastic neighborhood gem ,pos,0.9136170212765952,0.08638297872340411
1,i cant wait to go back,neg,0.4001600971624158,0.5998399028375841
-1,the plantains were the worst ive ever tasted,neg,0.28585660556616455,0.7141433944338355
1,its a great place and i highly recommend it,pos,0.8250749328837093,0.17492506711629052
-1,service was slow and not attentive,pos,0.9394280565854317,0.06057194341456744
1,i gave it  stars then and im giving it  stars now,neg,0.4198488221518253,0.5801511778481744
-1,your staff spends more time talking to themselves than me,pos,0.7002097823344957,0.29979021766550545
